Time,CAN2_MCM_C02_EngSpd_Cval_PT_t6
0.023000686,597.92
0.033018724,597.92
0.043007276,597.6
0.053022627,597.92
0.063011383,597.92
0.073024233,598.5600000000001
0.083010379,599.04
0.093025933,600.16
0.103008579,600.64
0.113028539,600.32
0.123017983,600.32
0.133027833,599.84
0.143014292,599.84
0.153029048,600.16
0.163020695,600.64
0.173035545,601.44
0.183017285,601.92
0.193035135,602.4
0.203016688,602.4
0.213036741,601.6
0.223019888,600.8000000000001
0.233036848,600.64
0.243027791,600.64
0.253039751,600.8000000000001
0.263029991,601.44
0.273038951,602.08
0.283027691,602.88
0.293043948,603.6800000000001
0.303025593,603.84
0.313042647,603.04
0.323027309,602.4
0.33304505,601.6
0.343032102,601.44
0.353050156,600.8000000000001
0.363036506,600.8000000000001
0.373049559,601.12
0.383034299,601.12
0.393048259,601.44
0.403031499,600.8000000000001
0.413054756,600.64
0.423036715,600.16
0.433075456,600.32
0.443044306,600.64
0.453058264,601.12
0.463066912,601.44
0.473075872,601.92
0.483069409,602.08
0.493061961,603.04
0.503040514,603.04
0.513061958,602.5600000000001
0.523285737,602.08
0.53306386,601.6
0.543049814,601.44
0.55306705,600.64
0.563056505,600.64
0.573065757,600.64
0.583052898,600.64
0.593067744,600.64
0.603052979,600.32
0.613067934,599.84
0.623297693,599.36
0.633068328,599.04
0.643061172,598.88
0.653098019,599.04
0.663063457,599.04
0.673071614,599.84
0.683061757,600.64
0.693079602,601.6
0.703057447,601.92
0.713076886,601.6
0.723228657,600.8000000000001
0.733078592,600.32
0.743064234,600.16
0.753081579,600.16
0.763071018,600.8000000000001
0.773080566,601.44
0.783073709,601.92
0.793082663,602.4
0.803064914,602.4
0.813085853,601.6
0.823068198,601.12
0.83308345,600.8000000000001
0.843075295,600.64
0.853091328,600.8000000000001
0.863079173,600.8000000000001
0.873090424,601.6
0.883076863,602.08
0.893097397,602.88
0.90307696,602.5600000000001
0.913093618,601.6
0.923077462,600.8000000000001
0.933097495,600.16
0.943083543,599.6800000000001
0.953102796,598.88
0.963099031,598.5600000000001
0.973108783,598.88
0.98308733,599.04
0.993103379,599.36
1.003083317,599.04
1.013103476,598.4
1.023085008,598.08
1.033105963,598.08
1.043092901,598.08
1.053108356,598.5600000000001
1.063101905,598.88
1.073110547,599.04
1.083094689,599.36
1.093113143,599.84
1.103093285,599.6800000000001
1.113111724,598.88
1.123269495,598.08
1.133131431,597.6
1.143098463,597.92
1.153129714,597.92
1.163109357,598.08
1.173116608,598.5600000000001
1.183124953,598.88
1.193118689,599.6800000000001
1.203104143,599.6800000000001
