Time,Calculated_ClutchSlipPower_kJ_t8
0.023000686,0.0021335253333336097
0.033018724,0.0019225173333334426
0.043007276,-0.0033761280000007814
0.053022627,-0.0022105600000000246
0.063011383,0.0010047999999999789
0.073024233,0.0006698666666666763
0.083010379,2.3445333333337806e-05
0.093025933,6.0288000000219235e-05
0.103008579,-0.0003851733333333281
0.113028539,0.00031148799999971183
0.123017983,1.0047999999988863e-05
0.133027833,0.00017416533333356962
0.143014292,0.00018756266666692333
0.153029048,-7.36853333336034e-05
0.163020695,-0.0006531200000000011
0.173035545,0.0007234559999996921
0.183017285,0.002438314666666165
0.193035135,6.0288000000021714e-05
0.203016688,-0.00012727466666661699
0.213036741,-0.0012861439999998063
0.223019888,-0.0007033599999998273
0.233036848,-0.0012057599999999982
0.243027791,0.001239253333333337
0.253039751,0.0010248959999998406
0.263029991,-0.00022105599999999013
0.273038951,-0.0005693866666666139
0.283027691,0.000957909333333273
0.293043948,-0.002344533333333105
0.303025593,-0.0041799679999997685
0.313042647,0.0035703893333332406
0.323027309,-0.0001473706666666252
0.33304505,-0.0016411733333329135
0.343032102,4.019199999998591e-05
0.353050156,0.0006028799999997436
0.363036506,-0.0012057599999995298
0.373049559,0.00011052799999999506
0.383034299,0.0005894826666666316
0.393048259,-0.0010449919999998623
0.403031499,-0.0010048000000000144
0.413054756,0.0006330239999997467
0.423036715,-1.3397333333318485e-05
0.433075456,-0.0007435519999998965
0.443044306,0.0009344639999996293
0.453058264,0.0001205759999999863
0.463066912,-0.0006095786666665203
0.473075872,-0.002863679999999425
0.483069409,0.0031483733333333257
0.493061961,-0.003376127999999666
0.503040514,-0.0038450346666662606
0.513061958,0.0026794666666666695
0.523285737,0.0009244159999998707
0.53306386,-0.0015071999999997717
0.543049814,0.0008574293333332663
0.55306705,-0.0008473813333332518
0.563056505,-0.0013631786666665445
0.573065757,0.0012526506666665756
0.583052898,0.0013631786666665707
0.593067744,-0.00029474133333330264
0.603052979,-0.000512447999999798
0.613067934,-0.0005224959999999168
0.623297693,-0.0004823039999995583
0.633068328,0.00014737066666720204
0.643061172,-0.0004220160000005775
0.653098019,-0.00010382933333371183
0.663063457,3.349333333344852e-06
0.673071614,-0.0002679466666666729
0.683061757,-3.349333333332667e-05
0.693079602,-0.002220607999999766
0.703057447,0.0033895253333330595
0.713076886,0.0022105599999999886
0.723228657,0.0006966613333331723
0.733078592,-0.0004220159999998312
0.743064234,0.0003985706666665671
0.753081579,-0.00037512533333322785
0.763071018,-0.0017416533333329926
0.773080566,0.0009110186666665497
0.783073709,0.002672767999999902
0.793082663,-0.0009646079999998333
0.803064914,-0.002846933333333302
0.813085853,-0.0016746666666666668
0.823068198,-0.002277546666666415
0.83308345,-0.0017416533333329926
0.843075295,0.0027732479999995996
0.853091328,0.0008708266666664654
0.863079173,4.3541333333315535e-05
0.873090424,-0.00044546133333324986
0.883076863,-0.000736853333333283
0.893097397,-0.003751253333332954
0.90307696,0.0014067199999998495
0.913093618,0.002180415999999922
0.923077462,0.0006966613333332694
0.933097495,-0.0011454719999995234
0.943083543,0.0001607679999999722
0.953102796,-3.349333333330097e-05
0.963099031,0.00013732266666716746
0.973108783,0.0001339733333332134
0.98308733,9.378133333324844e-05
0.993103379,-0.0003081386666663822
1.003083317,-0.00021100799999980183
1.013103476,0.00017081600000009816
1.023085008,0.00035168000000000146
1.033105963,0.0008440320000005153
1.043092901,-0.0014067200000008441
1.053108356,-0.00037177600000022284
1.063101905,4.019200000014536e-05
1.073110547,0.0
1.083094689,-0.00018086399999983524
1.093113143,-0.0008205866666666701
1.103093285,0.0004019199999996306
1.113111724,-8.373333333363796e-05
1.123269495,-0.00016076800000009407
1.133131431,0.001105280000000355
1.143098463,-0.0009244160000002261
1.153129714,0.0002411520000000354
1.163109357,0.0010717866666669065
1.173116608,-0.00012057600000002249
1.183124953,-0.00040192000000024227
1.193118689,-0.0001138773333332309
1.203104143,-0.00018086399999983762
1.213143693,0.0
1.223392263,0.0
1.233121288,0.00012057600000043847
1.24312593,-0.00017416533333396798
1.253139479,0.00026124799999976045
1.263114714,-0.00024115199999978268
1.273129763,-0.0008741759999996441
1.283110404,0.0015674879999997649
1.293129766,-0.0009545599999998081
1.303110501,0.00044211199999998025
1.31312755,0.0018689279999997306
1.323379215,0.00010717866666662782
1.333131146,0.000311488000000184
1.34316329,-0.00024115200000004067
1.353131728,0.0009043200000000827
1.363152683,0.003158421333333557
1.373157528,-0.0016177280000002584
1.383117669,-0.001828736000000303
1.393134217,0.0003818240000000328
1.403116468,0.0011253760000002604
1.413138002,0.0019292160000004357
1.423116956,0.0020397440000003474
1.433138692,0.003938816000000166
1.443128646,-0.005878080000000645
1.453145195,-0.003851733333333341
1.463131134,0.000964608000000016
1.473141682,0.0012091093333333768
1.483127324,0.0003751253333334202
1.493144779,0.0017684480000003929
1.503129217,0.0
1.513146969,-0.0010449920000002392
1.523130814,-0.0002813440000001718
1.533148659,0.0006229760000003823
1.543141702,-0.00033493333333332626
1.553147044,-0.0004019200000002495
1.563139385,-0.0004555093333329236
1.573150524,0.0007502506666664724
1.583136364,0.0022641493333328717
1.593164409,-0.0006095786666665102
1.603136046,-0.00033493333333333813
1.613152888,-0.00033493333333333813
1.623138244,-0.00034833066666635195
1.633151585,0.0002545493333336776
1.64314452,-0.0
1.653160456,0.000656469333332739
1.663149499,-0.00029474133333323125
1.673157544,-0.0003684266666666415
1.683143291,-0.0019091200000000126
1.693162024,-0.0050641919999992535
1.703142864,0.00033493333333331433
1.713158221,0.0015942826666665029
1.723144953,0.0001339733333333305
1.733164403,-0.00017081599999984638
1.743150136,0.0
1.753165883,0.000549290666666787
1.763159724,0.0017115093333339932
1.773172159,-0.001125376000000448
1.7831535,-0.0009378133333336955
