Time,CAN1_TCM_TST_MSG_112_70h_tmpCltActTC_t7
552.812407176,95.0
555.36707065,95.0
557.927482418,95.0
560.482970489,95.0
563.043716914,95.0
565.598347739,95.0
568.158506834,95.0
570.718981081,95.0
573.274233868,95.0
575.834881948,95.0
578.38920007,95.0
580.949472509,95.0
583.50520967,95.0
586.065794449,95.0
588.620471817,95.0
591.180538884,95.0
593.740971564,95.0
596.296741642,95.0
598.85699914,95.0
601.411901418,95.0
603.971773529,95.0
606.527564826,95.0
609.087612524,95.0
611.642640097,95.0
614.20290963,95.0
616.763146818,95.0
619.31885111,95.0
621.878773147,95.0
624.43402657,95.0
626.994089028,95.0
629.549543784,95.0
632.110101417,95.0
634.670109517,95.0
637.225193202,95.0
639.785310229,95.0
642.340933611,95.0
644.90097957,95.0
647.45629763,95.0
650.016618341,95.0
652.571798057,95.0
655.13227908,95.0
657.692218274,95.0
660.247423079,95.0
662.807868218,95.0
665.363038821,95.0
667.923367153,95.0
670.478324816,95.0
673.038732055,95.0
675.593807241,95.0
678.154138966,95.0
680.714580375,95.0
683.269581827,95.0
685.830119012,95.0
688.385075305,95.0
690.945325357,95.0
693.500683127,95.0
696.061115738,95.0
698.616339214,95.0
701.176490067,95.0
703.736854904,95.0
706.291696617,95.0
708.852080423,95.0
711.40752265,95.0
713.967595962,94.0
716.522997457,94.0
719.083093947,95.0
721.638516252,95.0
724.198742174,95.0
726.758838863,95.0
729.314077092,95.0
731.874247433,95.0
734.429670617,95.0
736.989623324,95.0
739.545025372,95.0
742.105481432,95.0
744.6604664,95.0
747.221039782,95.0
749.781144567,95.0
752.336369242,95.0
754.896496299,95.0
757.451711071,95.0
760.01216979,95.0
762.567230182,95.0
765.127569019,95.0
767.687729415,95.0
770.243002982,95.0
772.803277316,95.0
775.35827508,95.0
777.918795802,95.0
780.473794913,95.0
783.034310305,95.0
785.589235992,94.0
788.14945092,94.0
790.709863304,94.0
793.26528809,94.0
795.825650793,94.0
