Time,CAN2_MCM_C02_EngSpd_Cval_PT_t6,CAN2_MCM_C02_EngTrq_Cval_PT_t6
0.023000686,597.92,2.600000000000364
0.033018724,597.92,2.800000000000182
0.043007276,597.6,3.2000000000007276
0.053022627,597.92,3.0
0.063011383,597.92,3.0
0.073024233,598.5600000000001,2.0
0.083010379,599.04,1.4000000000005457
0.093025933,600.16,0.2000000000007276
0.103008579,600.64,-1.0
0.113028539,600.32,-0.5999999999994543
0.123017983,600.32,-0.5999999999994543
0.133027833,599.84,0.4000000000005457
0.143014292,599.84,0.4000000000005457
0.153029048,600.16,0.2000000000007276
0.163020695,600.64,-1.0
0.173035545,601.44,-1.7999999999992724
0.183017285,601.92,-2.5999999999994543
0.193035135,602.4,-3.5999999999994543
0.203016688,602.4,-3.7999999999992724
0.213036741,601.6,-2.399999999999636
0.223019888,600.8000000000001,-1.3999999999996362
0.233036848,600.64,-1.0
0.243027791,600.64,-1.0
0.253039751,600.8000000000001,-1.199999999999818
0.263029991,601.44,-2.199999999999818
0.273038951,602.08,-3.399999999999636
0.283027691,602.88,-4.399999999999636
0.293043948,603.6800000000001,-5.599999999999454
0.303025593,603.84,-6.399999999999636
0.313042647,603.04,-5.199999999999818
0.323027309,602.4,-4.399999999999636
0.33304505,601.6,-2.7999999999992724
0.343032102,601.44,-2.399999999999636
0.353050156,600.8000000000001,-1.7999999999992724
0.363036506,600.8000000000001,-1.7999999999992724
0.373049559,601.12,-2.199999999999818
0.383034299,601.12,-2.199999999999818
0.393048259,601.44,-2.399999999999636
0.403031499,600.8000000000001,-2.0
0.413054756,600.64,-1.7999999999992724
0.423036715,600.16,-0.7999999999992724
0.433075456,600.32,-1.199999999999818
0.443044306,600.64,-1.7999999999992724
0.453058264,601.12,-2.399999999999636
0.463066912,601.44,-2.7999999999992724
0.473075872,601.92,-3.7999999999992724
0.483069409,602.08,-4.0
0.493061961,603.04,-5.599999999999454
0.503040514,603.04,-5.599999999999454
0.513061958,602.5600000000001,-5.0
0.523285737,602.08,-4.599999999999454
0.53306386,601.6,-3.5999999999994543
0.543049814,601.44,-3.199999999999818
0.55306705,600.64,-2.199999999999818
0.563056505,600.64,-2.199999999999818
0.573065757,600.64,-2.199999999999818
0.583052898,600.64,-2.199999999999818
0.593067744,600.64,-2.199999999999818
0.603052979,600.32,-1.7999999999992724
