Time,CAN2_CGW_C1_TotalVehDist_Cval_DIAG_t0
0.886511897,294637.0
1.886597273,294637.0
2.882763453,294637.0
3.88279013,294637.0
4.882832179,294637.0
5.882844703,294637.0
6.883089617,294637.0
7.882899045,294637.0
8.883146455,294637.0
9.883398108,294637.0
10.882976778,294637.0
11.883003402,294637.0
12.883028484,294637.0
13.883279398,294637.0
14.883291469,294637.0
15.883598656,294637.0
16.883677117,294637.0
17.883536661,294637.0
18.883548674,294637.0
19.88358054,294637.0
20.883597387,294637.0
21.883689883,294637.0
22.88377642,294637.0
23.883406109,294637.0
24.883416417,294637.0
25.883440778,294637.0
26.883531138,294637.0
27.883678822,294637.0
28.883668851,294637.0
29.883675476,294637.0
30.883486553,294637.0
31.88352624,294637.0
32.883536684,294637.0
33.883366298,294637.0
34.883252406,294637.0
35.883358963,294637.0
36.883250638,294637.0
37.883347063,294637.0
38.88345134,294637.0
39.883538262,294637.0
40.883613432,294637.0
41.883717582,294637.0
42.883815965,294637.0
43.883937721,294637.0
44.883770353,294637.0
45.884116493,294637.0
46.884211888,294637.0
47.884303194,294637.0
48.884402867,294637.0
49.884498431,294637.0
50.884593986,294637.0
51.884686051,294637.0
52.884795805,294637.0
53.886173185,294637.0
54.886036962,294637.0
55.886067157,294637.0
56.886069608,294637.0
57.885877541,294637.0
58.885880723,294637.0
59.885681677,294637.0
60.885913244,294637.0
61.886145934,294637.0
62.886264616,294637.0
63.884817535,294637.0
64.884845103,294637.0
65.884874647,294637.0
66.884895473,294637.0
67.884929315,294637.0
68.883898951,294637.0
69.883925284,294637.0
70.883953292,294637.0
71.883979423,294637.0
72.884005428,294637.0
73.884033192,294637.0
74.884060025,294637.0
75.884086144,294637.0
76.884113321,294637.0
77.884157963,294637.0
78.884182558,294637.0
79.884207279,294637.0
80.884227503,294637.0
81.884249279,294637.0
82.884271819,294637.0
83.884298678,294637.0
84.884325993,294637.0
85.884351429,294637.0
86.884379321,294637.0
86.93995219,294638.0
87.884405948,294638.0
88.884432543,294638.0
89.884459548,294638.0
90.884485948,294638.0
91.884514716,294638.0
92.884539805,294638.0
93.884566193,294638.0
94.884637968,294638.0
95.884751295,294638.0
96.884840141,294638.0
97.884716527,294638.0
98.884797247,294638.0
99.884895569,294638.0
100.884759569,294638.0
101.884861523,294638.0
102.884958189,294638.0
103.884836753,294638.0
104.884940277,294638.0
105.885043827,294638.0
106.884916635,294638.0
107.884940667,294638.0
108.884968126,294638.0
109.884994327,294638.0
110.885020598,294638.0
111.885047793,294638.0
112.885076235,294638.0
113.885102973,294638.0
114.885130041,294638.0
115.885156868,294638.0
116.885183888,294638.0
117.885208971,294638.0
