Time,CAN2_HRW_BS_SpdFtAxleLtWhl_Cval_t0
4.743138995,8.75
4.753145879,8.7578125
4.763148262,8.7890625
4.773151256,8.80859375
4.783166203,8.8046875
4.793273746,8.796875
4.803138846,8.8046875
4.813161652,8.80078125
4.82313605,8.78125
4.833135201,8.77734375
4.843135381,8.796875
4.853365068,8.80078125
4.863169041,8.8046875
4.873148252,8.828125
4.883136496,8.83984375
4.893138834,8.828125
4.903125124,8.8359375
4.913157368,8.84765625
4.923131269,8.83984375
4.933172936,8.8203125
4.943148883,8.8203125
4.953188065,8.828125
4.963038165,8.8203125
4.973037846,8.82421875
4.983146281,8.84765625
4.993158838,8.8671875
5.003350414,8.8671875
5.013173451,8.8671875
5.023141226,8.86328125
5.033151392,8.85546875
5.043303187,8.8515625
5.053160678,8.86328125
5.063186766,8.8828125
5.073150213,8.87890625
5.083137268,8.859375
5.093151998,8.85546875
5.1033587,8.8671875
5.113194034,8.8671875
5.123137636,8.8828125
5.133164334,8.90625
5.143170781,8.91015625
5.153161619,8.8984375
5.16315816,8.90234375
5.173189296,8.90234375
5.183154914,8.8984375
5.193154376,8.91015625
5.203170715,8.921875
5.213172959,8.91796875
5.223157797,8.9140625
5.233171525,8.93359375
5.243093581,8.953125
5.25319228,8.95703125
5.263065271,8.9765625
5.273185049,8.9921875
5.283220794,8.98828125
5.293196569,8.98046875
5.303372005,8.9765625
5.313181682,8.98828125
5.323146832,8.98828125
5.333173342,8.98828125
5.343112085,9.0
5.353168752,9.015625
5.363080666,9.0078125
5.373091958,9.015625
5.383203407,9.046875
5.393199635,9.0625
5.403405542,9.0546875
5.413210468,9.07421875
5.423191868,9.08203125
5.433200206,9.0703125
5.443107089,9.06640625
5.453211476,9.0859375
5.463117561,9.078125
5.473047867,9.05859375
5.483177067,9.06640625
5.493182077,9.078125
5.50316868,9.0859375
5.513203159,9.11328125
5.523177262,9.140625
5.5331856,9.1484375
5.543109295,9.15234375
5.553196074,9.16015625
5.563273366,9.1484375
5.573059559,9.14453125
5.583182977,9.15234375
5.593174846,9.15625
5.603393986,9.14453125
5.613212257,9.1484375
5.623178922,9.15234375
5.633203605,9.15234375
5.6431198,9.1484375
5.65320028,9.15625
5.663087069,9.171875
5.673104063,9.17578125
5.683203185,9.1875
5.693196585,9.21875
5.703179625,9.234375
5.713217481,9.23046875
5.723223943,9.23046875
5.733195093,9.23046875
5.743205588,9.2265625
5.753208082,9.20703125
5.763213076,9.20703125
5.773063863,9.203125
5.783186954,9.18359375
5.793423626,9.20703125
5.803206646,9.234375
5.813232468,9.25
5.823232229,9.26953125
5.833202206,9.296875
5.843216091,9.28125
5.853220742,9.2734375
5.863208768,9.27734375
5.873241637,9.27734375
5.88320749,9.2890625
5.893230642,9.296875
5.903201293,9.296875
5.913231697,9.29296875
5.923206114,9.296875
5.933226173,9.30078125
5.943216809,9.30078125
5.95325579,9.31640625
5.963104688,9.33203125
5.973111778,9.33203125
5.983221215,9.32421875
5.99320096,9.33203125
6.003424882,9.33984375
6.013223998,9.34765625
6.023234698,9.3515625
6.033206225,9.375
6.043167281,9.390625
6.053226014,9.390625
6.063226619,9.40234375
6.073241537,9.41015625
6.083213126,9.3984375
6.093217028,9.40234375
6.103261041,9.40234375
6.113237411,9.390625
6.12322,9.390625
6.133221089,9.421875
6.143218241,9.42578125
6.153231378,9.4296875
6.16322803,9.44921875
6.173110773,9.4453125
6.183223647,9.43359375
6.193216939,9.45703125
6.203227591,9.47265625
6.213238604,9.46875
6.223256303,9.46875
6.233235407,9.46875
6.243169558,9.4609375
6.253271525,9.4609375
6.263126939,9.4921875
6.273246641,9.51171875
6.283252169,9.51171875
6.293264868,9.53125
6.303243519,9.5546875
6.313257579,9.54296875
6.323259855,9.546875
6.333240038,9.56640625
6.343150078,9.5703125
6.353238623,9.546875
6.363166962,9.546875
6.373247756,9.55078125
6.383236861,9.5625
6.393231045,9.59375
6.403460436,9.6171875
6.413285069,9.6015625
6.423280267,9.58984375
6.433243809,9.59765625
6.443257603,9.5859375
6.453251098,9.5859375
6.463143981,9.6015625
6.47311307,9.6015625
6.483245398,9.59765625
6.493242659,9.61328125
6.503236858,9.62109375
6.513265964,9.6171875
6.523243069,9.6328125
6.533246737,9.640625
6.543179731,9.6328125
6.553257119,9.62109375
6.563133409,9.6171875
6.573155202,9.609375
6.583256341,9.60546875
6.593248883,9.6171875
6.603451666,9.6171875
6.613268704,9.61328125
6.623260496,9.625
6.633258102,9.6484375
6.643137234,9.63671875
6.653283734,9.6328125
6.663168727,9.6484375
6.673142519,9.6484375
6.683259628,9.6484375
6.693259796,9.671875
6.703467968,9.67578125
6.71326363,9.67578125
6.723264908,9.69921875
6.733251169,9.71484375
6.743260353,9.70703125
6.753289739,9.71484375
6.763280142,9.7265625
6.773124727,9.703125
6.783265976,9.69921875
6.793283176,9.72265625
6.80326575,9.72265625
6.813283027,9.7265625
6.823266835,9.73828125
6.83325833,9.73828125
6.843341485,9.734375
6.853273933,9.73828125
6.863279632,9.75
6.873282549,9.74609375
6.883244997,9.7578125
6.893247039,9.76171875
6.903454305,9.7578125
6.913270373,9.77734375
6.923242197,9.796875
6.93324727,9.78515625
6.94325289,9.78515625
6.953263385,9.7890625
6.963193269,9.77734375
6.973140559,9.79296875
6.983286996,9.8125
6.993242943,9.81640625
7.003491475,9.81640625
7.013271199,9.83203125
7.023252929,9.828125
7.033260314,9.8125
7.043191261,9.8359375
7.053277101,9.859375
7.063271581,9.859375
7.073252919,9.8671875
7.083243836,9.875
7.093249831,9.87109375
7.103252639,9.890625
7.113268838,9.91015625
7.123256224,9.91015625
7.13325925,9.91015625
7.143257917,9.9140625
7.153299569,9.90625
7.163252594,9.90234375
7.173272089,9.9140625
7.183270412,9.921875
7.19325172,9.92578125
7.203282919,9.93359375
7.21330293,9.9296875
7.223259752,9.91796875
7.233267185,9.93359375
7.243180225,9.95703125
7.253282222,9.95703125
7.263239122,9.9765625
7.2732779,9.984375
7.283278926,9.9765625
7.293266233,9.96484375
7.303491609,9.953125
7.313301224,9.93359375
7.323266046,9.93359375
7.333288089,9.95703125
7.343177144,9.94921875
7.353274267,9.94140625
7.363186525,9.94921875
7.373283913,9.9453125
7.383273252,9.93359375
7.393273528,9.94921875
7.403475137,9.9453125
7.413293238,9.92578125
7.423269841,9.91015625
7.433277072,9.890625
7.443235253,9.87890625
7.453268655,9.90234375
7.463202242,9.921875
7.473209034,9.91015625
7.48327975,9.89453125
7.493383607,9.88671875
7.503511183,9.8828125
7.51330672,9.87109375
7.523288637,9.8828125
7.533312179,9.8984375
7.543219375,9.8984375
7.553295169,9.89453125
7.563234553,9.88671875
7.573176546,9.87890625
7.583285123,9.88671875
7.593276727,9.89453125
7.603509353,9.89453125
7.613310062,9.90234375
7.623291541,9.9140625
7.633304599,9.92578125
7.643204388,9.92578125
7.653316183,9.9296875
7.66319666,9.9296875
7.67317506,9.921875
7.683297167,9.9140625
7.693286834,9.9140625
7.703494272,9.9140625
7.713306372,9.91796875
7.723341837,9.921875
7.733310143,9.921875
7.743309388,9.92578125
7.753302586,9.9375
7.763301878,9.93359375
7.773307373,9.92578125
7.783308993,9.9375
7.793294691,9.9375
7.803511177,9.9296875
7.813311948,9.9296875
7.823320881,9.9375
7.833306563,9.92578125
7.843388404,9.9140625
7.853528292,9.91015625
7.863505459,9.90234375
7.873307387,9.90234375
7.883286432,9.91015625
7.893285584,9.91015625
7.903536808,9.8984375
7.913297107,9.90234375
7.92327429,9.89453125
7.933326304,9.87109375
7.943296612,9.86328125
7.953308999,9.859375
7.963307979,9.84375
7.973193659,9.8359375
7.98328958,9.85546875
7.993353438,9.86328125
8.003306291,9.8671875
8.013326444,9.86328125
8.023303064,9.8515625
8.033295576,9.828125
8.043448171,9.80859375
8.053317647,9.80859375
8.063303439,9.81640625
8.073312357,9.81640625
8.083288758,9.8125
8.093308021,9.82421875
8.103297266,9.82421875
8.113321795,9.80859375
8.123307306,9.8046875
8.133316271,9.8046875
8.143307923,9.796875
8.153318263,9.7890625
8.163315102,9.78515625
8.173355287,9.78125
8.183301219,9.7734375
8.1933127,9.765625
8.203298883,9.765625
8.213343162,9.77734375
8.223311157,9.7734375
8.233332356,9.78125
8.24330868,9.78125
8.253352068,9.765625
8.263243061,9.7578125
8.273323637,9.765625
8.283325133,9.765625
8.293322458,9.74609375
8.303521882,9.75390625
8.313336138,9.765625
8.323309648,9.7421875
8.333325801,9.7265625
8.343546039,9.72265625
8.353328074,9.72265625
8.36324902,9.7265625
8.373330004,9.74609375
8.383311734,9.74609375
8.393325792,9.7265625
8.403315101,9.72265625
8.413342191,9.72265625
8.42332214,9.72265625
8.433337121,9.75
8.443259708,9.77734375
8.453334581,9.78515625
8.463296483,9.7890625
8.473246258,9.7734375
8.4833231,9.76171875
8.493332237,9.76953125
8.503363859,9.7890625
8.513351653,9.7890625
8.523327131,9.79296875
8.533338707,9.79296875
8.543271669,9.77734375
8.553357246,9.7578125
8.563262129,9.765625
8.573255219,9.78125
8.583311217,9.79296875
8.593323495,9.8046875
8.603535232,9.80078125
8.613359409,9.78125
8.623344108,9.77734375
8.633336244,9.79296875
8.643336631,9.80859375
8.653356018,9.82421875
8.663265496,9.828125
8.67329768,9.82421875
8.683341693,9.81640625
8.693347861,9.8125
8.703538457,9.81640625
8.713355276,9.8359375
8.7233611,9.84765625
8.733375909,9.8515625
8.743349185,9.8515625
8.753364275,9.8359375
8.763356272,9.82421875
8.773261139,9.8203125
8.783345482,9.8359375
8.793341462,9.84765625
8.803349568,9.84765625
8.813378612,9.84765625
8.823541442,9.85546875
8.833355665,9.8671875
8.843411648,9.87890625
8.8535819,9.90625
8.863352012,9.92578125
8.873367416,9.9375
8.883354349,9.9375
8.893358079,9.9375
8.903562832,9.9375
8.913383259,9.94140625
8.923366959,9.95703125
8.933370595,9.98046875
8.943369419,9.99609375
8.953395307,10.01171875
8.963302987,10.015625
8.973310171,10.015625
8.983355106,10.02734375
8.993361852,10.046875
9.003374802,10.06640625
9.013403955,10.07421875
9.023365699,10.078125
9.033376196,10.09375
9.043518978,10.1015625
9.05338836,10.125
9.063379341,10.15625
9.073383962,10.171875
9.08337827,10.16796875
9.093366031,10.1484375
9.103567034,10.12890625
9.113395118,10.1328125
9.123363191,10.13671875
9.133375281,10.15234375
9.143360433,10.18359375
9.153390383,10.1875
9.1633678,10.19140625
9.173387297,10.203125
9.183365121,10.21875
9.193414118,10.2109375
9.203370784,10.20703125
9.213401469,10.203125
9.223399684,10.2109375
9.233383617,10.2109375
9.243331986,10.21484375
9.253402484,10.2265625
9.263388465,10.25
9.273401852,10.26953125
9.283368752,10.28125
9.293396562,10.27734375
9.303370776,10.2734375
9.313405742,10.27734375
9.323373534,10.28515625
9.333401515,10.3046875
9.343304258,10.33203125
9.353395788,10.34375
9.363391221,10.3515625
9.373398717,10.35546875
9.383374634,10.37109375
9.393393522,10.37890625
9.403375252,10.390625
9.413411609,10.40234375
9.423388651,10.42578125
9.433400569,10.44921875
9.443309218,10.4609375
9.453419593,10.47265625
9.463312585,10.48828125
9.473316675,10.484375
9.483465739,10.48828125
9.493394138,10.48828125
9.503463012,10.48828125
9.513418069,10.5
9.523468644,10.515625
9.533408186,10.5234375
9.543351774,10.546875
9.553409662,10.56640625
9.563305452,10.58203125
9.573342636,10.6015625
9.583386665,10.6171875
9.593411006,10.6328125
9.60339136,10.65625
9.613434811,10.65625
9.623392508,10.6640625
9.63343835,10.6640625
9.64333503,10.66015625
9.65342742,10.66015625
9.663351601,10.6640625
9.673428396,10.67578125
9.683416908,10.6875
9.69346367,10.703125
9.703396227,10.71484375
9.713435553,10.72265625
9.723408251,10.7265625
9.73342431,10.7421875
9.743345194,10.75390625
9.753427083,10.74609375
9.763421876,10.75390625
9.773460951,10.75
9.783419399,10.75
9.793409488,10.7578125
9.803629351,10.77734375
9.813433137,10.7890625
9.823447869,10.79296875
9.833419675,10.796875
9.843456361,10.8125
9.853650348,10.828125
9.863419039,10.8359375
9.873454208,10.8515625
9.883422818,10.86328125
9.893445806,10.87109375
9.903627907,10.8671875
9.913512454,10.86328125
9.923417519,10.87109375
9.933472102,10.8828125
9.943429792,10.90234375
9.95345403,10.91015625
9.963389985,10.90625
9.973341738,10.91796875
9.983425853,10.94140625
9.99342945,10.96875
10.003416672,10.98046875
10.013448864,10.99609375
10.02342668,11.01171875
10.033438652,11.0234375
10.043367935,11.01953125
10.053441925,11.03125
10.063464007,11.046875
10.073429306,11.0390625
10.083420763,11.0390625
10.093426719,11.04296875
10.103417458,11.046875
10.113452524,11.0703125
10.123436715,11.109375
10.133443937,11.13671875
10.143431847,11.15234375
10.153433367,11.17578125
10.163435541,11.17578125
10.173447405,11.16015625
10.183434204,11.15234375
10.193431958,11.1640625
10.203631388,11.17578125
10.213484764,11.17578125
10.2234455,11.1953125
10.233438426,11.21484375
10.243436772,11.2265625
10.25348773,11.23828125
10.263512078,11.2421875
10.27345794,11.234375
10.283450412,11.2421875
10.293444885,11.25390625
10.303650283,11.25390625
10.313474986,11.26953125
10.323438286,11.29296875
10.333452993,11.30078125
10.34337551,11.30859375
10.353466953,11.328125
10.363360814,11.3359375
10.373459851,11.34765625
10.383446354,11.3828125
10.393453202,11.39453125
10.403661694,11.39453125
10.413487803,11.39453125
10.423467947,11.41015625
10.433464638,11.4296875
10.44340214,11.44140625
10.45345766,11.44921875
10.463360833,11.44921875
10.473457495,11.4609375
10.483484593,11.48046875
10.493477394,11.46875
10.503675855,11.4609375
10.513486557,11.48828125
10.523483232,11.515625
10.533466001,11.51171875
10.543377659,11.52734375
10.553459508,11.5625
10.563401573,11.5546875
10.573387326,11.53515625
10.583466909,11.54296875
10.593458522,11.5625
10.603663014,11.55859375
10.61348428,11.55859375
10.623480892,11.59375
10.633459333,11.62109375
10.643378492,11.60546875
10.653476746,11.60546875
10.663370998,11.61328125
10.673385346,11.62109375
10.683457538,11.6171875
10.693465855,11.61328125
10.703664174,11.625
10.713481065,11.6328125
10.723456927,11.6484375
10.733456462,11.6484375
10.743486716,11.640625
10.75346797,11.65625
10.763372924,11.68359375
10.773427679,11.6796875
10.783459479,11.66796875
10.793467827,11.6796875
10.80368046,11.6875
10.813483632,11.6875
10.823465947,11.703125
10.833457701,11.72265625
10.843492752,11.7265625
10.853692494,11.73828125
10.863459461,11.73828125
10.873476106,11.73046875
10.883482,11.73828125
10.893469189,11.73828125
10.903462113,11.734375
10.913464694,11.77734375
10.923466399,11.78515625
10.933460651,11.7734375
10.943482934,11.78515625
10.953485781,11.80078125
10.963484986,11.8125
10.97340008,11.83984375
10.983480928,11.859375
10.993467992,11.87109375
11.00368856,11.8828125
11.013498434,11.91796875
11.023470326,11.94140625
11.033474719,11.9296875
11.04362802,11.953125
11.053488223,11.9609375
11.063482726,11.9453125
11.073471572,11.92578125
11.083471183,11.90234375
11.093476592,11.91015625
11.103679862,11.9375
11.113489596,11.953125
11.123473504,11.96484375
11.133479115,11.984375
11.143474868,12.01171875
11.15348226,12.02734375
11.163475684,12.0703125
11.173509781,12.1015625
11.183483798,12.11328125
11.193475753,12.11328125
11.20368054,12.12890625
11.21350204,12.1171875
11.223680372,12.08984375
11.233467621,12.08203125
11.243424825,12.09375
11.253484626,12.11328125
11.263412923,12.1171875
11.273407941,12.125
11.283475085,12.1484375
11.293473087,12.15234375
11.303672952,12.16015625
11.313478107,12.203125
11.323466984,12.22265625
11.333463595,12.2109375
11.343463473,12.20703125
11.353479568,12.21484375
11.363418179,12.2109375
11.373482479,12.21875
11.383478949,12.2265625
11.393464733,12.24609375
11.403683629,12.2421875
11.41348255,12.22265625
11.423465286,12.2109375
11.433467679,12.20703125
11.443428712,12.21484375
11.453485027,12.24609375
11.463454029,12.2890625
11.473476141,12.3125
11.48346858,12.3203125
11.493470144,12.36328125
11.503672681,12.37109375
11.513479305,12.359375
11.523463573,12.36328125
11.53346256,12.3671875
11.543431171,12.359375
11.553488877,12.34375
11.563426581,12.33984375
11.57348438,12.3671875
11.583478711,12.38671875
11.593466494,12.3984375
11.603685609,12.41796875
11.613479952,12.4453125
11.623467375,12.4453125
11.633462018,12.4609375
11.643478614,12.46484375
11.653483819,12.47265625
11.663427633,12.5078125
11.673488433,12.5390625
11.683478075,12.53515625
11.693469141,12.5234375
11.703680911,12.5
11.71348027,12.4921875
11.723476678,12.50390625
11.73346307,12.5234375
11.743439369,12.57421875
11.753468466,12.6171875
11.763493578,12.640625
11.773435688,12.64453125
11.783488737,12.6328125
11.793605992,12.64453125
11.803685589,12.640625
11.813470947,12.625
11.823681281,12.59765625
11.833459373,12.59375
11.843515423,12.6171875
11.853695818,12.62109375
11.863458301,12.61328125
11.873464428,12.63671875
11.883473109,12.6875
