Time,CAN1_TCM_TST_MSG_101_65h_nGbOutD3Sns_t1
3.583795473,200.5
3.588454416,200.5
3.593933676,200.5
3.598408597,200.5
3.604165457,200.5
3.608469124,200.5
3.613920883,201.625
3.618473072,201.625
3.624033662,201.625
3.628779028,201.625
3.6340385,201.625
3.638453608,201.625
3.643945853,201.625
3.648228785,201.625
3.653714779,201.625
3.658441722,201.625
3.663725962,201.625
3.668456921,201.625
3.67373616,203.125
3.678357101,203.125
3.683887345,203.125
3.68823228,203.125
3.693800526,203.125
3.698207462,203.125
3.704117325,203.125
3.708799518,203.125
3.714092006,203.125
3.718706197,203.125
3.724199457,203.125
3.728635378,203.125
3.733887788,201.125
3.738300709,201.125
3.74384197,201.125
3.748492911,201.125
3.753868902,201.125
3.758628863,201.125
3.763885085,201.125
3.768271021,201.125
3.773680262,201.125
3.778415394,201.125
3.783789462,201.125
3.788483405,201.125
3.793891663,203.5
3.798512604,203.5
3.804174446,203.5
3.808638384,203.5
3.813894871,203.5
3.818591064,203.5
3.823968384,203.5
3.828775766,203.5
3.83405324,203.5
3.838539599,203.5
3.843997842,203.5
3.84842395,203.0
3.853691767,203.0
3.858494713,203.0
3.86373795,203.0
3.868509911,203.0
3.873678147,203.0
3.878444092,203.0
3.883955336,203.0
3.888243268,203.0
3.893827514,203.0
3.898372468,203.0
3.904164312,203.0
3.908868505,203.125
3.914105992,203.125
3.918564928,203.125
3.924256692,203.125
3.928637782,203.125
3.933844769,203.125
3.938360707,203.125
3.943898951,203.125
3.948499891,203.125
3.953864881,203.125
3.958550839,203.125
3.96395008,203.125
3.968267997,203.75
3.973684238,203.75
3.978257194,203.75
3.983834438,203.75
3.98850638,203.75
3.993893636,203.75
3.998444575,203.75
4.004117416,203.75
4.008550337,203.75
4.013908842,203.75
4.018633035,203.75
4.024124528,203.75
4.028832737,202.0
4.033852875,202.0
4.038537911,202.0
4.044131656,202.0
4.048556842,202.0
4.054033334,202.0
4.058658368,202.0
4.064191285,202.0
4.068822476,202.0
4.074135964,202.0
4.078661902,202.0
4.084105316,202.0
4.088333231,204.875
4.093872475,204.875
4.09825741,204.875
4.103990254,204.875
4.108685461,204.875
4.114147204,204.875
4.11859514,204.875
4.124075882,204.875
4.128680072,204.875
4.13384273,204.875
4.13826165,204.875
4.143885911,204.375
4.148487851,204.375
4.153877843,204.375
4.1585678,204.375
4.163983041,204.375
4.168284974,204.375
4.1736942,204.375
4.178261154,204.375
4.183821399,204.375
4.188506341,204.375
4.193901598,204.375
4.198485537,204.375
4.204210379,205.875
4.208491047,205.875
4.213852802,205.875
4.218630996,205.875
4.224120489,205.875
4.228842698,205.875
4.234028168,205.875
4.238540528,205.875
4.24400377,205.875
4.248305703,205.875
4.253872697,205.875
4.258533654,205.875
4.263754875,207.125
4.268513835,207.125
4.273864074,207.125
4.278433014,207.125
4.283954258,207.125
4.288288192,207.125
4.293859436,207.125
4.298272371,207.125
4.304165062,207.125
4.308821175,207.125
4.314160664,207.125
4.318735854,206.625
4.324209363,206.625
4.328582281,206.625
4.334040289,206.625
4.338405629,206.625
4.343894873,206.625
4.348501813,206.625
4.353914804,206.625
4.358562761,206.625
4.363923,206.625
4.368283935,206.625
4.373727161,206.625
4.378276115,209.5
4.38383636,209.5
4.388491302,209.5
4.393918559,209.5
4.398419497,209.5
4.404127089,209.5
4.408584025,209.5
4.413794496,209.5
4.418620706,209.5
4.424145451,209.5
4.428670405,209.5
4.434162147,210.25
4.438539488,210.25
4.444019731,210.25
4.448344665,210.25
4.453880658,210.25
4.458542616,210.25
4.463754837,210.25
4.468507795,210.25
4.473724032,210.25
4.478446975,210.25
4.483936218,210.25
4.488282151,210.75
4.493864397,210.75
4.49831435,210.75
4.504131194,210.75
4.508889388,210.75
4.514118874,210.75
4.518816067,210.75
4.524160572,210.75
4.528585664,210.75
4.533863652,210.75
4.538332588,210.75
4.543917834,210.75
4.54854279,212.25
4.553904764,212.25
4.558569722,212.25
4.563928961,212.25
4.568285895,212.25
4.573708121,212.25
4.578257076,212.25
4.583825321,212.25
4.588495262,212.25
4.593922519,212.25
4.598440457,212.25
4.604109299,210.375
4.608697489,210.375
4.613966976,210.375
4.618689169,210.375
4.624160912,210.375
4.628710116,210.375
4.63398351,210.375
4.638551449,210.375
4.644018707,210.375
4.648327625,210.375
4.653724616,210.375
4.658556577,213.5
4.663798814,213.5
4.668558758,213.5
4.673711993,213.5
4.678500938,213.5
4.68398818,213.5
4.688304113,213.5
4.693861358,213.5
4.698304309,213.5
4.704101154,213.5
4.708725345,213.5
4.714195087,213.5
4.718670024,213.0
4.724375788,213.0
4.728727722,213.0
4.733902614,213.0
4.73833255,213.0
4.743939795,213.0
4.748551751,213.0
4.753936726,213.0
4.758618684,213.0
4.764006924,213.0
4.768373859,213.0
4.773733098,214.0
4.778305038,214.0
4.783884283,214.0
4.788548241,214.0
4.793948481,214.0
4.79849842,214.0
4.804222262,214.0
4.808681199,214.0
4.81383409,214.0
4.818621378,214.0
4.824179873,214.0
4.82882283,214.5
4.834166398,214.5
4.838628412,214.5
4.844111671,214.5
4.848469589,214.5
4.853877595,214.5
4.858548537,214.5
4.863750774,214.5
4.868541718,214.5
4.873720953,214.5
4.878418896,214.5
4.883995063,213.375
4.888324997,213.375
4.893887242,213.375
4.898335179,213.375
4.904233042,213.375
4.908927234,213.375
4.914132549,213.375
4.918825914,213.375
4.924172153,213.375
4.928883362,213.375
4.933995502,213.375
4.938380438,216.375
4.943933683,216.375
4.948538623,216.375
4.953946614,216.375
4.958614572,216.375
4.963969813,216.375
4.968420734,216.375
4.973765989,216.375
4.978278912,216.375
4.983863174,216.375
4.988566132,216.375
4.993958357,216.125
4.998439311,216.125
5.004200154,216.125
5.008846346,216.125
5.014033831,216.125
5.018733025,216.125
5.024084015,216.125
5.028763207,216.125
5.034125713,216.125
5.038743654,216.125
5.0443384,216.125
5.048737336,216.125
5.054090903,217.625
5.058846035,217.625
5.06421151,217.625
5.068863717,217.625
5.074132206,217.625
5.078819398,217.625
5.08416381,217.625
5.088390726,217.625
5.093899985,217.625
5.098319905,217.625
5.10428502,218.5
5.108914211,218.5
5.114123697,218.5
5.118853906,218.5
5.124387651,218.5
5.128553315,218.5
5.133903227,218.5
5.138323163,218.5
5.143911409,218.5
5.148551351,218.5
5.153962358,218.5
5.158620299,218.5
5.16402754,217.25
5.168327458,217.25
5.173758716,217.25
5.178325655,217.25
5.1838779,217.25
5.188549858,217.25
5.1940081,217.25
5.198501039,217.25
5.204270883,217.25
5.208818244,217.25
5.213889711,220.125
5.218791174,220.125
5.224069663,220.125
5.228886874,220.125
5.234055266,220.125
5.238483202,220.125
5.244062447,220.125
5.24832338,220.125
5.253954377,220.125
5.258537317,220.125
5.263825555,220.125
5.268512498,220.5
5.273922755,220.5
5.278483695,220.5
5.284022939,220.5
5.288347873,220.5
5.293922119,220.5
5.298324054,220.5
5.304208901,220.5
5.308802013,220.5
5.314219598,220.5
5.318818538,220.5
5.324342298,221.375
5.328653217,221.375
5.333950377,221.375
5.338339296,221.375
5.343912557,221.375
5.348556499,221.375
5.353982491,221.375
5.358622448,221.375
5.363968672,221.375
5.368324606,221.375
5.373775849,221.375
5.378329804,223.125
5.383887049,223.125
5.388555991,223.125
5.393967232,223.125
5.398531173,223.125
5.404210029,223.125
5.408887221,223.125
5.41397844,223.125
5.418856903,223.125
5.42409614,223.125
5.428914351,223.125
5.43400157,222.125
5.438681184,222.125
5.444057424,222.125
5.448331356,222.125
5.453775349,222.125
5.458584295,222.125
5.463808531,222.125
5.468590492,222.125
5.473830729,222.125
5.478585673,222.125
5.484005915,225.5
5.488504025,225.5
5.493916094,225.5
5.498462049,225.5
5.504246894,225.5
5.508956087,225.5
5.514195575,225.5
5.518916768,225.5
5.524295352,225.5
5.528828447,225.5
5.533943354,225.5
5.538481292,225.125
5.543962535,225.125
5.548606477,225.125
5.553976468,225.125
5.558756427,225.125
5.564033666,225.125
5.568413601,225.125
5.573786826,225.125
5.578351781,225.125
5.583905026,225.125
5.588607969,225.125
5.594007226,225.875
5.598567165,225.875
5.604219006,225.875
5.608878198,225.875
5.613856586,225.875
5.618746877,225.875
5.624131368,225.875
5.628903578,225.875
5.634196051,225.875
5.638746162,225.875
5.644147419,227.125
5.648375334,227.125
5.653917501,227.125
5.658542271,227.125
5.663803508,227.125
5.668557468,227.125
5.673840706,227.125
5.678463647,227.125
5.684099895,227.125
5.688354827,227.125
5.693938072,227.125
5.698358008,225.375
5.704282871,225.375
5.708742964,225.375
5.714048297,225.375
5.718686489,225.375
5.724233656,225.375
5.72868467,225.375
5.73420043,225.375
5.738585271,225.375
5.744013513,225.375
5.748583453,228.5
5.753985444,228.5
5.758681403,228.5
5.764048643,228.5
5.768358577,228.5
5.773797819,228.5
5.778354758,228.5
5.783941003,228.5
5.788578945,228.5
5.793976202,228.5
5.798517141,228.5
5.804227812,228.5
5.808852924,228.5
5.813857313,228.5
5.81864035,228.5
5.824236097,228.5
5.828836959,228.5
5.834055524,228.5
5.838835734,228.5
5.844213147,228.5
5.848551066,228.5
5.853981073,229.875
5.858634015,229.875
5.863883252,229.875
5.868619196,229.875
5.873817433,229.875
5.878453374,229.875
5.884029619,229.875
5.888508729,229.875
5.893951816,229.875
5.898508913,229.875
5.904286602,229.875
5.909036812,231.25
5.91416411,231.25
5.918918493,231.25
5.924360986,231.25
5.928884925,231.25
5.934005067,231.25
5.938477005,231.25
5.944004251,231.25
5.948633207,231.25
5.9540142,231.25
5.958739144,230.0
5.964017383,230.0
5.968417319,230.0
5.973836562,230.0
5.978369501,230.0
5.983907747,230.0
5.988616706,230.0
5.994015948,230.0
5.998493886,230.0
6.004202731,230.0
6.008775921,233.125
6.01407841,233.125
6.018740603,233.125
6.024172847,233.125
6.028829804,233.125
6.034155295,233.125
6.038862489,233.125
6.044275981,233.125
6.048825171,233.125
6.054068159,233.125
6.05884137,233.125
6.064287864,233.0
6.068940056,233.0
6.074153293,233.0
6.078838502,233.0
6.08419865,233.0
6.088380565,233.0
6.093962827,233.0
6.098369764,233.0
6.104081107,233.0
6.108961321,233.0
6.114248811,233.625
6.118882003,233.625
6.124332746,233.625
6.128725682,233.625
6.134010078,233.625
6.138381013,233.625
6.14398926,233.625
6.148606218,233.625
6.15402021,233.625
6.158745155,233.625
6.164073395,234.375
6.168393329,234.375
6.173814571,234.375
6.178401513,234.375
6.183911774,234.375
6.188599717,234.375
6.194022959,234.375
6.198505897,234.375
6.204253836,234.375
6.208700929,234.375
6.214132673,232.375
6.218756786,232.375
6.224127355,232.375
6.22903082,232.375
6.234116976,232.375
6.238536898,232.375
6.244102159,232.375
6.248412077,232.375
6.25402509,232.375
6.258633032,232.375
6.26386027,232.375
6.268708233,235.5
6.273991456,235.5
6.278635414,235.5
6.284034656,235.5
6.288415593,235.5
6.293968838,235.5
6.298427776,235.5
6.304255794,235.5
6.309051006,235.5
6.314062973,235.5
6.31881109,235.375
6.324407681,235.375
6.328671613,235.375
6.334089262,235.375
6.338473198,235.375
6.343995443,235.375
6.348698403,235.375
6.354053393,235.375
6.358768337,235.375
6.364042577,235.375
6.368467514,236.5
6.373831755,236.5
6.378405695,236.5
6.383947941,236.5
6.388688901,236.5
6.394031142,236.5
6.398624083,236.5
6.404236924,236.5
6.408777036,236.5
6.414099604,236.5
6.418819799,237.625
6.424321559,237.625
6.429040753,237.625
6.434157144,237.625
6.438586081,237.625
6.444214344,237.625
6.448424261,237.625
6.453926927,237.625
6.458706216,237.625
6.463890453,237.625
6.468615398,235.75
6.473877636,235.75
6.478540579,235.75
6.48408984,235.75
6.48842176,235.75
6.494003022,235.75
6.49846696,235.75
6.504203304,235.75
6.508982515,235.75
6.514171986,235.75
6.51880985,239.375
6.524438691,239.375
6.528859879,239.375
6.534103273,239.375
6.53853321,239.375
6.54402447,239.375
6.548632411,239.375
6.554048404,239.375
6.558767348,239.375
6.564068588,239.375
6.568418523,239.0
6.573847766,239.0
6.578438707,239.0
6.583996969,239.0
6.588638911,239.0
6.594041152,239.0
6.598562093,239.0
6.604037336,239.0
6.608774375,239.0
6.614113865,239.0
6.618756807,240.0
6.624283568,240.0
6.628833508,240.0
6.634161155,240.0
6.63875319,240.0
6.644253106,240.0
6.648441022,240.0
6.654000206,240.0
6.658619975,240.0
6.663897214,240.0
6.66869016,241.375
6.673902398,241.375
6.67854734,241.375
6.684103602,241.375
6.688434536,241.375
6.694007782,241.375
6.698409718,241.375
6.704311567,241.375
6.709080778,241.375
6.714306016,241.375
6.718933958,239.875
6.724326449,239.875
6.728718635,239.875
6.734069049,239.875
6.738419968,239.875
6.744061232,239.875
6.748704174,239.875
6.754077166,239.875
6.758773124,239.875
6.76412135,239.875
6.768439284,242.875
6.773860527,242.875
6.778428468,242.875
6.78400373,242.875
6.788701673,242.875
6.794080914,242.875
6.798646855,242.875
6.804351714,242.875
6.808969905,242.875
6.814137392,242.875
6.81875349,243.5
6.824224155,243.5
6.829089541,243.5
6.834087758,243.5
6.83864387,243.5
6.844204116,243.5
6.848560051,243.5
6.853980215,243.5
6.858630986,243.5
6.863990227,243.5
6.868707187,243.875
6.873996582,243.875
6.878555366,243.875
6.884143613,243.875
6.888427546,243.875
6.894010792,243.875
6.89849373,243.875
6.904242574,243.875
6.909057786,243.875
6.914237272,243.875
6.918960467,244.875
6.924243955,244.875
6.928837146,244.875
6.934022054,244.875
6.938495976,244.875
6.944088238,244.875
6.94871418,244.875
6.95407917,244.875
6.958758129,244.875
6.964082368,244.875
6.968437288,243.5
