Time,CAN2_TCM_C03_InShaftSpd_Cval_PT_t9
0.013414432,581.6
0.023478155,581.12
0.03344639,579.2
0.043445751,578.72
0.053456863,576.48
0.063424723,577.92
0.073436195,577.92
0.083460072,573.6
0.093461793,575.52
0.103484154,576.0
0.113420264,573.6
0.123488753,573.6
0.133447613,571.2
0.1434936,569.6
0.153485086,572.32
0.163436305,570.72
0.173444167,571.52
0.183450279,568.32
0.193469015,569.92
0.203475252,571.2
0.213434721,568.0
0.22350546,566.24
0.233441569,567.2
0.243493182,567.2
0.253467417,567.2
0.263469387,568.8000000000001
0.27347725,568.32
0.283502987,565.6
0.293475347,566.24
0.303510834,566.24
0.313450053,565.92
0.323509806,565.6
0.333452151,564.64
0.343511139,561.92
0.353485249,562.24
0.363457234,563.52
0.373470846,563.52
0.383469442,559.04
0.393491054,559.04
0.40349179,561.12
0.413483026,560.32
0.423515888,557.12
0.433475858,558.24
0.44349136,558.72
0.453504456,553.44
0.463486817,556.32
0.473474928,556.32
0.483499039,553.12
0.4934874,553.12
0.503492371,555.04
0.513464482,552.32
0.52353172,549.44
0.53350058,552.0
0.543501191,548.64
0.553511304,545.12
0.563478523,545.44
0.573489134,547.04
0.583516246,545.76
0.593512482,544.64
0.603491719,543.84
0.61349808,544.16
0.623566943,541.44
0.633499414,541.44
0.643523905,541.12
0.65351952,537.44
0.663516009,537.76
0.673496107,541.12
0.683521989,538.24
0.693522337,536.48
0.703553329,537.44
0.713506817,535.36
0.723549183,532.96
0.733505671,533.76
0.743540646,532.16
0.75351626,530.24
0.763498999,528.16
0.773510489,530.24
0.783524854,526.88
0.793528344,524.96
0.803550709,524.48
0.813522558,523.84
0.823544048,521.6
0.833508787,520.48
0.843592404,518.88
0.853538392,516.96
0.863537241,519.36
0.87350698,517.6
0.88354397,516.48
0.893545335,514.08
0.903546325,513.6
0.913525674,511.36
0.923566929,511.36
0.933509527,512.0
0.943574644,511.36
0.953553133,508.48
0.963525996,508.0
0.973516861,509.28000000000003
0.983537586,506.88
0.99353495,505.6
1.00354944,504.0
1.013524054,500.48
1.02356392,500.48
1.033519018,501.6
1.043567775,501.6
1.053547498,499.36
1.063551363,498.72
1.073536102,497.6
1.083566218,494.72
1.093557332,494.40000000000003
1.103558931,495.68
1.11353092,493.6
1.123574286,491.52
1.133553651,491.52
1.143552015,488.8
1.153564239,486.72
1.163538603,489.12
1.173545342,490.08
1.183584709,485.92
1.193580699,486.40000000000003
1.203572438,486.40000000000003
1.21353466,482.72
1.223588651,482.40000000000003
1.23352964,483.52
1.243598882,483.52
1.253571746,478.72
1.263552235,479.52
1.273554083,480.0
1.283560449,477.6
1.293579314,476.8
1.303583054,477.12
1.313551917,474.72
1.323619409,473.12
1.333562882,472.32
1.343573372,471.2
1.353574236,469.6
1.36355735,469.12
1.373579841,468.32
1.383555954,466.24
1.393574304,465.92
1.403588169,465.92
1.413556158,465.12
1.423614524,461.92
1.433573263,462.72
1.443613628,461.92
1.453600618,458.72
1.463575466,460.32
1.473568206,461.44
1.483577196,460.0
1.493592561,457.44
1.50360355,456.64
1.513569524,454.72
1.52362214,452.16
1.533574628,451.04
1.543598743,451.84000000000003
1.553608983,451.36
1.563605583,451.36
1.573581947,451.84000000000003
1.583582186,448.64
1.593597676,447.36
1.603613041,447.04
1.61358214,445.76
1.623637272,444.48
1.633612737,444.16
1.643605717,443.04
1.653599196,442.24
1.663597177,441.44
1.673607282,441.76
1.683600245,439.84000000000003
1.693610601,439.36
1.70361158,438.56
1.713590561,435.84000000000003
1.723654167,435.84000000000003
1.733587004,436.16
1.743619126,436.16
1.753615214,433.28000000000003
1.763603945,432.16
1.7736088,432.48
1.783618655,430.56
1.793623385,430.56
1.803629224,428.96000000000004
1.813584703,428.96000000000004
1.82364956,426.88
1.833589038,427.68
1.843640144,428.16
1.853645374,424.0
1.863626213,424.0
1.873602692,424.48
1.883634923,421.6
1.893633528,420.96000000000004
1.903643758,419.68
1.913610737,418.88
1.923676078,417.6
1.933614181,418.88
1.943650787,418.08
1.953649767,415.68
1.963841877,413.6
1.973621961,417.28000000000003
1.983629066,413.6
1.993649546,412.48
2.003663901,414.88
2.013622005,413.28000000000003
2.023657735,410.08
2.033624949,410.40000000000003
2.04366018,409.6
2.053636784,406.08
2.063651139,406.40000000000003
2.073625868,407.68
2.083622848,406.08
2.093654314,403.2
2.103667919,405.6
2.113627898,403.68
2.123684754,401.12
2.133623607,401.12
2.143673839,402.08
2.153646302,399.52
2.163641532,398.08
2.173633136,398.40000000000003
2.183647116,397.6
2.193671598,395.52
2.203673453,396.48
2.213649041,394.72
2.223686647,392.48
2.233675876,393.6
2.243677607,392.0
2.253667336,392.0
2.263679801,391.2
2.273648529,392.48
2.28367626,392.48
2.293678616,389.6
2.303676971,390.40000000000003
2.313651934,389.6
2.323692181,385.12
2.333643018,386.24
2.343676,386.24
2.35368148,386.24
2.363656584,384.32
2.373662689,384.0
2.383670778,383.52
2.393690634,381.92
2.403674988,383.2
2.413657718,382.24
2.423727824,379.52
2.433668286,381.12
2.443687643,379.52
2.453705248,379.2
2.463676102,377.6
2.473668707,378.72
2.483660295,377.6
2.493689667,376.0
2.503699132,377.6
2.51366061,376.32
2.523712967,373.92
2.53367332,375.04
2.543713676,374.24
2.553701516,371.04
2.563669245,373.12
2.573673724,373.92
2.583666829,373.92
2.593708185,372.0
2.603707275,373.6
2.613683754,370.24
2.62372261,367.36
2.633723084,368.64
2.643714058,368.64
2.653703407,368.0
2.663667991,369.12
2.673688591,369.44
2.683701315,368.64
2.69371979,368.0
2.70372414,368.0
2.713701863,366.72
2.723736698,365.12
2.733702672,365.44
2.743731772,364.64
2.753708621,363.84000000000003
2.763702095,364.64
2.773692679,365.76
2.783719045,363.84000000000003
2.793719753,363.36
2.803721103,363.04
2.813700451,361.12
2.823723552,361.12
2.833726152,360.64
2.843739235,360.16
2.853928606,359.36
2.863731559,361.44
2.873933054,361.44
2.883714883,361.12
2.893954004,360.64
2.903742191,361.76
2.913931437,360.16
2.923748016,360.64
2.93392926,360.16
2.94377109,361.44
2.953931069,358.72
2.963739897,359.84000000000003
2.973714496,361.44
2.983745597,360.16
2.993725445,361.44
3.00374417,359.84000000000003
3.013715628,358.24
3.023749979,357.76
3.033723203,357.12
3.043755428,359.36
3.053720026,357.76
3.063706109,360.16
3.07372671,360.64
3.083728184,358.24
3.093745534,359.04
3.103760634,359.04
3.113718966,357.44
3.123778708,360.64
3.133741416,359.04
3.143769016,360.64
3.15374924,359.84000000000003
3.163747964,361.12
3.173740313,361.76
3.183757023,361.12
3.193763498,361.44
3.203767347,361.76
3.21373557,359.04
3.223767046,360.16
3.233733379,361.76
3.243771119,360.64
3.253748703,360.64
3.263759553,361.76
3.273734526,361.44
3.283766251,359.84000000000003
3.293771601,362.72
3.303774435,362.24
3.313740534,360.64
3.323786884,362.24
3.333756108,363.84000000000003
3.343775582,361.44
3.353746916,361.44
3.363762391,365.12
3.373765365,364.32
3.383765339,365.76
3.393779439,366.24
3.40379829,367.04
3.413758372,365.44
3.423798597,365.76
3.433771196,367.04
3.443786421,364.64
3.453775646,367.04
3.46376412,369.44
3.473765703,368.0
3.483788178,366.72
3.493790027,367.04
3.503778877,365.76
3.513753851,365.12
3.523788185,368.0
3.533778284,368.32
3.543790634,365.76
3.553766234,368.64
3.563771083,370.24
3.573780292,368.64
3.583774266,369.44
3.593806366,370.72
3.603789341,367.36
3.61377494,369.44
3.623815415,370.24
3.633783643,371.04
3.643843483,369.92
3.653822338,373.6
3.663800317,374.72
3.673786921,373.6
3.683818402,373.6
