Time,CAN2_TCM_C02_Clutch_Cval_PT_t3,CAN2_TCM_C02_Clutch_Stat_TCM_PT_t3
53.183504705,82.80000000000001,2.0
53.193457317,83.2,2.0
53.203542558,83.2,2.0
53.213466778,82.80000000000001,2.0
53.223554784,83.60000000000001,2.0
53.233502755,84.0,2.0
53.243512619,83.60000000000001,2.0
53.253494356,84.4,2.0
53.26350908,85.2,2.0
53.273495942,85.60000000000001,2.0
53.283547932,85.60000000000001,2.0
53.293473918,86.4,2.0
53.303543283,87.2,2.0
53.313473254,88.0,2.0
53.323562384,88.4,2.0
53.333479605,88.4,2.0
53.343516344,88.80000000000001,2.0
53.353506457,89.2,2.0
53.36352868,89.60000000000001,2.0
53.373516668,89.60000000000001,2.0
53.383510906,89.2,2.0
53.393478502,89.60000000000001,2.0
53.403547008,89.60000000000001,2.0
53.413480729,89.2,2.0
53.423605736,89.60000000000001,2.0
53.433481455,89.60000000000001,2.0
53.443529695,89.60000000000001,2.0
53.453519292,90.0,2.0
53.463530156,90.4,2.0
53.473515893,90.80000000000001,2.0
53.483534132,90.80000000000001,2.0
53.493499103,92.4,2.0
53.503558484,92.0,2.0
53.513495205,92.4,2.0
53.523587446,93.60000000000001,2.0
53.533497681,94.0,2.0
53.543535654,94.4,2.0
53.553544518,95.2,2.0
53.563555382,95.2,2.0
53.573532244,95.2,2.0
53.583544857,95.2,2.0
53.593501828,95.2,2.0
53.603579319,95.2,2.0
53.61351293,95.60000000000001,2.0
53.62362267,95.2,2.0
53.633503138,95.2,2.0
53.643544002,95.60000000000001,2.0
53.653529365,96.0,2.0
53.663558853,96.4,2.0
53.673532448,96.4,2.0
53.683553936,96.80000000000001,2.0
53.693513922,97.2,2.0
53.703579663,98.0,2.0
53.713517648,98.80000000000001,2.0
53.723598888,99.60000000000001,2.0
53.733522857,99.2,2.0
53.743556095,99.60000000000001,2.0
53.753548708,99.60000000000001,2.0
53.763559696,100.0,2.0
53.773550167,100.0,2.0
53.78356678,100.0,2.0
53.793527391,100.0,2.0
53.803593256,100.0,2.0
53.813536101,99.60000000000001,2.0
53.823618965,99.2,2.0
53.833538825,99.2,2.0
53.843569563,98.4,2.0
53.853567036,98.4,2.0
53.863568023,98.4,2.0
53.873552635,97.2,2.0
53.883565497,96.80000000000001,2.0
53.893527984,96.80000000000001,2.0
53.903610099,96.4,2.0
53.913539194,96.0,2.0
53.923620058,96.0,2.0
53.933536543,95.2,2.0
53.943574031,94.80000000000001,2.0
53.953564378,95.2,2.0
53.963592367,94.80000000000001,2.0
53.973583854,94.4,2.0
53.983589716,94.4,2.0
53.993539437,94.4,2.0
54.003605051,94.4,2.0
54.013538661,94.0,2.0
54.023632651,93.60000000000001,2.0
54.033559372,94.0,2.0
54.04359211,94.0,2.0
54.053576722,94.4,2.0
54.063583959,94.4,2.0
54.073584322,94.0,2.0
54.083594669,94.4,2.0
54.093546905,94.80000000000001,2.0
54.10363102,94.4,2.0
54.113548505,94.0,2.0
54.123645495,94.4,2.0
54.133551589,94.4,2.0
54.143606703,94.4,2.0
54.153670067,94.4,2.0
54.163600803,94.4,2.0
54.173584664,94.0,2.0
54.183608262,94.4,2.0
54.193563623,94.0,2.0
54.203656238,94.0,2.0
54.213568957,94.0,2.0
54.223663088,94.0,2.0
54.233564308,94.0,2.0
54.243605921,94.0,2.0
54.253583408,94.4,2.0
54.26361938,94.4,2.0
54.273615493,94.4,2.0
54.28361048,94.0,2.0
54.293571842,94.4,2.0
54.303638081,94.4,2.0
54.31358205,94.0,2.0
54.323669541,94.4,2.0
54.333571776,94.4,2.0
54.343623515,94.4,2.0
54.353590235,94.80000000000001,2.0
54.363623098,94.0,2.0
54.373603586,94.0,2.0
54.383623699,94.4,2.0
54.393590919,94.4,2.0
54.403669425,94.0,2.0
54.413586769,94.0,2.0
54.42368376,94.0,2.0
54.433585119,94.0,2.0
54.443638092,94.4,2.0
54.453612953,94.0,2.0
54.463629941,94.0,2.0
54.473620054,94.4,2.0
54.483620292,94.4,2.0
54.493592762,94.4,2.0
54.503675752,94.4,2.0
54.513593112,94.4,2.0
54.523683978,94.80000000000001,2.0
54.533607697,94.4,2.0
54.543648685,94.0,2.0
54.553632922,94.4,2.0
54.56364691,94.4,2.0
54.573647882,94.0,2.0
54.583651119,94.4,2.0
54.59360973,94.4,2.0
54.60368247,94.0,2.0
54.61360533,94.4,2.0
54.623700447,93.60000000000001,2.0
54.633618292,94.0,2.0
54.643654906,94.0,2.0
54.653641643,94.4,2.0
54.663650006,94.4,2.0
54.673643229,94.4,2.0
54.683658592,94.0,2.0
54.693620204,94.4,2.0
54.703683944,94.4,2.0
54.713620415,94.0,2.0
54.723714156,94.4,2.0
54.733621641,94.4,2.0
54.743659255,94.4,2.0
54.753659353,94.4,2.0
54.763665716,94.4,2.0
54.773646829,94.4,2.0
54.783659317,94.4,2.0
54.793622679,94.0,2.0
54.803695654,94.4,2.0
54.81363589,94.0,2.0
54.823714755,94.0,2.0
54.833633475,93.60000000000001,2.0
54.84367048,94.0,2.0
54.853645702,94.4,2.0
54.863666316,94.4,2.0
54.873662928,94.4,2.0
54.883675667,94.4,2.0
54.893643264,94.0,2.0
54.903699378,94.0,2.0
54.913639989,94.4,2.0
54.92373023,94.4,2.0
54.933640074,94.4,2.0
54.943673064,94.4,2.0
54.953669177,94.80000000000001,2.0
54.96367479,94.4,2.0
54.973675028,93.60000000000001,2.0
54.983674875,94.0,2.0
54.993642488,94.4,2.0
55.003711478,94.4,2.0
55.013648073,94.4,2.0
55.023740955,94.0,2.0
55.033650299,94.0,2.0
55.043687414,94.4,2.0
55.053676277,94.80000000000001,2.0
55.063689265,94.0,2.0
55.073676111,94.0,2.0
55.0836851,94.4,2.0
55.093645087,94.4,2.0
55.103714327,94.0,2.0
55.113656923,94.4,2.0
55.123751304,94.4,2.0
55.133659523,94.80000000000001,2.0
55.143705514,94.0,2.0
55.153707002,94.4,2.0
55.163700973,94.4,2.0
55.173694086,94.0,2.0
55.183703824,94.4,2.0
55.193657421,94.4,2.0
55.203724552,94.4,2.0
55.213663397,94.4,2.0
55.223763388,94.0,2.0
55.233666748,93.60000000000001,2.0
55.243708097,93.60000000000001,2.0
55.253694585,94.4,2.0
55.263709573,94.4,2.0
