Time,CAN2_MCM_C02_EngSpd_Cval_PT_t6
0.014493057,598.5600000000001
0.024362992,598.08
0.03452653,596.8000000000001
0.044557314,595.36
0.054540004,594.4
0.064521301,594.08
0.074507303,594.4
0.084546087,594.5600000000001
0.094541776,594.5600000000001
0.104367367,594.5600000000001
0.114516874,594.88
0.124558595,594.88
0.134526455,594.4
0.144565068,593.92
0.154362408,592.8000000000001
0.164512164,592.16
0.174356005,591.36
0.184526012,590.4
0.194361228,589.6
0.204546594,589.92
0.214528409,590.5600000000001
0.224378297,591.04
0.234542678,591.04
0.244379519,590.5600000000001
0.254554885,590.4
0.264558372,590.4
0.274372462,590.5600000000001
0.284383324,590.88
0.294373684,591.04
0.304385171,591.6800000000001
0.314545241,591.84
0.324388628,592.32
0.334545807,592.16
0.344389976,591.6800000000001
0.354599937,590.4
0.364558313,590.08
0.374381169,590.08
0.38439028,590.08
0.394380391,590.5600000000001
0.404603383,591.6800000000001
0.414570666,592.8000000000001
0.424604825,594.4
0.434564889,594.88
0.444611954,594.5600000000001
0.454389293,594.08
0.464581942,593.92
0.474571537,594.08
0.48458368,594.88
0.49456751,595.6800000000001
0.504399709,596.32
0.514556404,596.8000000000001
0.524608875,598.08
0.534403419,598.88
0.54440553,599.6800000000001
0.554601991,600.32
0.56458407,601.12
0.57458876,601.92
0.584599355,602.88
0.59440032,603.6800000000001
0.604613751,604.64
0.614582767,605.44
0.624426265,605.92
0.634575273,605.6
0.644596889,604.32
0.654584987,603.36
0.664412847,602.88
0.674574841,602.88
0.684414326,603.04
0.694590697,603.36
0.704408165,603.36
0.71458116,602.5600000000001
0.724423505,602.4
0.734597796,601.92
0.744422484,601.6
0.754413098,601.6
0.764603093,601.92
0.774414812,602.08
0.784426067,601.92
0.794600828,601.6
0.804632287,601.6
0.814614682,601.6
0.824613532,601.6
0.834593459,600.8000000000001
0.844448741,599.6800000000001
0.85442473,598.88
0.864430954,598.4
0.874602183,598.4
0.884634564,598.4
0.89463596,598.08
0.904434413,598.5600000000001
0.914614845,599.6800000000001
0.924441251,600.8000000000001
0.934616621,601.44
0.944432481,601.12
0.954418345,600.8000000000001
0.964628528,600.32
0.974586532,599.84
0.984622226,599.6800000000001
0.994436289,599.6800000000001
1.004444779,600.32
1.014431393,600.8000000000001
1.024652873,601.44
1.034623128,601.6
1.044649306,601.12
1.054636623,600.8000000000001
1.064629909,600.32
1.074610211,600.64
1.084452555,601.12
1.094650989,601.6
1.10445727,602.08
1.114654515,602.5600000000001
1.124455999,603.04
1.134447472,603.04
1.144618983,602.5600000000001
1.154641598,601.92
1.164605586,601.92
1.174641968,602.08
1.184653068,602.5600000000001
1.194446035,602.88
1.204642219,603.6800000000001
1.214619363,604.16
1.224664495,604.16
1.23462625,603.36
1.244461219,602.08
1.254663839,601.12
1.264470073,600.32
1.274456922,600.16
1.284653933,599.84
1.294659345,599.84
1.304658632,600.32
1.314647043,600.16
1.32447723,600.32
1.334468736,600.32
1.344470459,600.32
1.354463559,600.16
1.364659913,600.16
1.374667435,600.16
1.384658502,600.32
1.394466642,600.32
1.404480632,600.64
1.414657299,600.64
1.424480096,600.32
1.434650372,599.84
1.444477325,598.88
1.454468939,598.08
1.464476804,598.08
1.474670893,598.4
1.48448441,598.88
1.494475899,599.04
1.504476263,599.36
1.514475362,599.36
1.524481353,599.6800000000001
1.534675738,599.84
1.54468176,599.84
1.55446704,599.84
1.564463294,600.32
1.57448166,600.64
1.5844819,601.12
1.594476389,601.44
1.604469363,602.08
1.614480353,602.88
1.624493859,603.6800000000001
1.634473574,603.6800000000001
1.64469331,603.04
1.654670664,602.88
1.664665659,601.92
1.674460728,601.12
1.684678853,600.32
1.694462562,599.6800000000001
1.704472292,599.04
1.714664793,598.4
1.724513378,598.4
1.734658472,597.92
1.744479821,597.12
1.754472926,595.84
1.764484156,595.36
1.77446212,595.36
1.784474975,595.84
1.794488706,596.16
1.80448706,596.64
1.814660404,597.12
1.82450427,597.12
1.834687162,596.32
1.844497855,595.04
1.85450632,593.92
1.864487049,593.12
1.874485904,593.28
1.884494244,594.08
1.894492848,595.04
1.904502954,596.16
1.914468432,596.64
1.924537164,597.12
1.934467392,596.8000000000001
1.944506998,596.16
1.954510494,595.36
1.964480442,595.04
1.974478171,595.6800000000001
1.984483901,596.32
1.994508882,597.12
2.004520113,597.6
2.014481325,597.92
2.024523056,598.4
2.034487285,597.92
2.044522516,596.8000000000001
2.054709283,595.6800000000001
2.064508976,595.04
2.074482189,595.04
2.084480544,595.36
2.094509024,595.6800000000001
2.104527256,595.84
2.114488609,596.32
2.124545575,597.12
2.134478428,597.92
2.144533159,597.92
2.154505623,597.92
2.164499619,598.4
2.174489582,598.88
2.184502078,599.84
2.194532418,600.32
2.204530023,600.8000000000001
2.214509878,601.6
2.224544983,602.08
2.234532213,602.08
2.244532677,601.12
2.254522047,600.32
2.264536012,599.6800000000001
2.274509241,599.6800000000001
2.284532472,599.84
2.294535186,600.32
2.304530291,601.12
2.314512645,601.6
2.324551376,602.88
2.334502355,603.04
2.34453671,602.88
2.354757118,602.4
2.364515779,602.4
2.374521884,602.88
2.384530114,603.6800000000001
2.39454722,604.64
2.404537324,606.08
2.414510928,607.36
2.424582645,608.8000000000001
2.434531998,609.44
2.444545353,608.8000000000001
2.454563334,608.64
2.464530813,608.64
2.474528027,608.64
2.484518132,608.16
2.494548987,607.04
2.504558342,606.5600000000001
2.514522821,605.6
2.524573927,605.12
2.534535516,605.12
2.544574763,605.12
2.554562601,604.8000000000001
2.564531565,605.12
2.574526935,605.12
