Time,CAN2_MCM_C02_EngSpd_Cval_PT_t6,CAN2_MCM_C02_EngTrq_Cval_PT_t6
0.014493057,598.5600000000001,95.20000000000073
0.024362992,598.08,96.0
0.03452653,596.8000000000001,97.60000000000036
0.044557314,595.36,99.80000000000018
0.054540004,594.4,102.40000000000055
0.064521301,594.08,103.0
0.074507303,594.4,103.0
0.084546087,594.5600000000001,102.60000000000036
0.094541776,594.5600000000001,101.40000000000055
0.104367367,594.5600000000001,101.40000000000055
0.114516874,594.88,101.20000000000073
0.124558595,594.88,101.40000000000055
0.134526455,594.4,102.0
0.144565068,593.92,102.80000000000018
0.154362408,592.8000000000001,105.0
0.164512164,592.16,106.60000000000036
0.174356005,591.36,107.80000000000018
0.184526012,590.4,109.40000000000055
0.194361228,589.6,111.20000000000073
0.204546594,589.92,111.20000000000073
0.214528409,590.5600000000001,110.40000000000055
0.224378297,591.04,107.80000000000018
0.234542678,591.04,107.80000000000018
0.244379519,590.5600000000001,108.60000000000036
0.254554885,590.4,109.0
0.264558372,590.4,110.20000000000073
0.274372462,590.5600000000001,110.40000000000055
0.284383324,590.88,110.40000000000055
0.294373684,591.04,109.60000000000036
0.304385171,591.6800000000001,109.0
0.314545241,591.84,109.0
0.324388628,592.32,108.20000000000073
0.334545807,592.16,108.60000000000036
0.344389976,591.6800000000001,109.40000000000055
0.354599937,590.4,111.20000000000073
0.364558313,590.08,113.80000000000018
0.374381169,590.08,114.20000000000073
0.38439028,590.08,114.40000000000055
0.394380391,590.5600000000001,112.40000000000055
0.404603383,591.6800000000001,111.0
0.414570666,592.8000000000001,109.80000000000018
0.424604825,594.4,108.20000000000073
0.434564889,594.88,106.60000000000036
0.444611954,594.5600000000001,107.0
0.454389293,594.08,107.60000000000036
0.464581942,593.92,109.60000000000036
0.474571537,594.08,109.20000000000073
0.48458368,594.88,108.60000000000036
0.49456751,595.6800000000001,107.20000000000073
0.504399709,596.32,106.40000000000055
0.514556404,596.8000000000001,105.80000000000018
0.524608875,598.08,104.40000000000055
0.534403419,598.88,103.60000000000036
0.54440553,599.6800000000001,102.80000000000018
0.554601991,600.32,101.80000000000018
0.56458407,601.12,100.80000000000018
0.57458876,601.92,99.40000000000055
0.584599355,602.88,98.0
0.59440032,603.6800000000001,97.0
0.604613751,604.64,95.40000000000055
0.614582767,605.44,94.0
0.624426265,605.92,93.40000000000055
0.634575273,605.6,93.80000000000018
0.644596889,604.32,95.60000000000036
0.654584987,603.36,96.60000000000036
0.664412847,602.88,98.20000000000073
0.674574841,602.88,98.40000000000055
0.684414326,603.04,98.0
0.694590697,603.36,97.0
0.704408165,603.36,96.60000000000036
0.71458116,602.5600000000001,97.60000000000036
0.724423505,602.4,97.80000000000018
0.734597796,601.92,98.60000000000036
0.744422484,601.6,98.80000000000018
0.754413098,601.6,98.80000000000018
0.764603093,601.92,98.40000000000055
0.774414812,602.08,98.20000000000073
0.784426067,601.92,98.40000000000055
0.794600828,601.6,98.40000000000055
0.804632287,601.6,98.40000000000055
0.814614682,601.6,98.40000000000055
0.824613532,601.6,98.40000000000055
0.834593459,600.8000000000001,99.60000000000036
0.844448741,599.6800000000001,101.20000000000073
0.85442473,598.88,102.0
0.864430954,598.4,103.0
0.874602183,598.4,103.20000000000073
0.884634564,598.4,103.40000000000055
0.89463596,598.08,103.40000000000055
0.904434413,598.5600000000001,102.80000000000018
0.914614845,599.6800000000001,101.60000000000036
0.924441251,600.8000000000001,100.0
0.934616621,601.44,99.0
0.944432481,601.12,99.0
0.954418345,600.8000000000001,99.60000000000036
0.964628528,600.32,100.40000000000055
0.974586532,599.84,101.0
0.984622226,599.6800000000001,101.40000000000055
0.994436289,599.6800000000001,101.40000000000055
1.004444779,600.32,100.40000000000055
1.014431393,600.8000000000001,99.80000000000018
1.024652873,601.44,99.0
1.034623128,601.6,98.40000000000055
1.044649306,601.12,99.0
1.054636623,600.8000000000001,99.40000000000055
1.064629909,600.32,100.20000000000073
1.074610211,600.64,99.80000000000018
1.084452555,601.12,99.20000000000073
1.094650989,601.6,98.40000000000055
1.10445727,602.08,97.60000000000036
1.114654515,602.5600000000001,97.0
1.124455999,603.04,96.20000000000073
1.134447472,603.04,96.0
1.144618983,602.5600000000001,96.60000000000036
1.154641598,601.92,97.60000000000036
1.164605586,601.92,97.80000000000018
1.174641968,602.08,97.40000000000055
1.184653068,602.5600000000001,97.0
1.194446035,602.88,96.20000000000073
1.204642219,603.6800000000001,94.80000000000018
1.214619363,604.16,94.20000000000073
1.224664495,604.16,94.0
1.23462625,603.36,95.0
1.244461219,602.08,96.80000000000018
1.254663839,601.12,98.0
1.264470073,600.32,99.20000000000073
1.274456922,600.16,99.60000000000036
1.284653933,599.84,99.80000000000018
1.294659345,599.84,99.80000000000018
1.304658632,600.32,99.20000000000073
1.314647043,600.16,99.60000000000036
1.32447723,600.32,99.0
1.334468736,600.32,99.0
1.344470459,600.32,99.0
1.354463559,600.16,99.60000000000036
1.364659913,600.16,99.60000000000036
1.374667435,600.16,99.60000000000036
1.384658502,600.32,99.0
1.394466642,600.32,98.80000000000018
1.404480632,600.64,98.40000000000055
1.414657299,600.64,98.40000000000055
1.424480096,600.32,99.0
1.434650372,599.84,99.60000000000036
1.444477325,598.88,100.80000000000018
1.454468939,598.08,102.0
1.464476804,598.08,102.20000000000073
1.474670893,598.4,102.20000000000073
1.48448441,598.88,101.20000000000073
1.494475899,599.04,100.80000000000018
1.504476263,599.36,100.20000000000073
1.514475362,599.36,100.40000000000055
1.524481353,599.6800000000001,100.20000000000073
1.534675738,599.84,100.0
1.54468176,599.84,100.0
1.55446704,599.84,100.0
1.564463294,600.32,99.20000000000073
1.57448166,600.64,98.80000000000018
1.5844819,601.12,98.0
1.594476389,601.44,97.80000000000018
1.604469363,602.08,96.80000000000018
1.614480353,602.88,95.60000000000036
1.624493859,603.6800000000001,94.20000000000073
1.634473574,603.6800000000001,94.20000000000073
1.64469331,603.04,95.0
1.654670664,602.88,95.20000000000073
1.664665659,601.92,96.80000000000018
1.674460728,601.12,97.80000000000018
1.684678853,600.32,98.80000000000018
1.694462562,599.6800000000001,99.80000000000018
1.704472292,599.04,100.40000000000055
1.714664793,598.4,101.60000000000036
1.724513378,598.4,101.60000000000036
1.734658472,597.92,102.40000000000055
1.744479821,597.12,103.20000000000073
1.754472926,595.84,105.20000000000073
1.764484156,595.36,106.40000000000055
1.77446212,595.36,106.60000000000036
1.784474975,595.84,105.80000000000018
1.794488706,596.16,105.0
1.80448706,596.64,104.20000000000073
1.814660404,597.12,103.40000000000055
1.82450427,597.12,103.60000000000036
1.834687162,596.32,104.40000000000055
1.844497855,595.04,106.20000000000073
1.85450632,593.92,108.0
1.864487049,593.12,110.60000000000036
1.874485904,593.28,110.60000000000036
1.884494244,594.08,109.80000000000018
1.894492848,595.04,106.80000000000018
1.904502954,596.16,105.80000000000018
1.914468432,596.64,105.20000000000073
1.924537164,597.12,104.60000000000036
