Time,CAN2_CPC_C12_HiResAccelPdlPosn_Cval_t1
0.016248963,71.806
0.026262729,71.846
0.03624751,71.896
0.046257292,71.944
0.056378764,71.992
0.066257448,72.052
0.076246636,72.474
0.086243198,72.53
0.096245979,73.016
0.106241558,73.08
0.116386733,73.506
0.126250012,73.562
0.136278996,73.618
0.146245277,74.09
0.156248355,74.534
0.16624523,74.598
0.176383609,74.662
0.186243387,75.066
0.196245965,75.11
0.20624195,75.152
0.216249825,75.196
0.226245106,75.252
0.236249872,75.316
0.246244153,75.368
0.256247435,75.428
0.26624481,75.476
0.276247592,75.536
0.28624767,75.592
0.296250639,75.648
0.306248623,75.712
0.316248998,75.772
0.326251482,76.176
0.336248764,76.22
0.346242936,76.27
0.356253718,76.318
0.366246983,76.374
0.376250374,76.43
0.386243546,76.482
0.396253624,76.542
0.406242108,76.602
0.416252781,76.658
0.426253563,76.714
0.436255531,76.77
0.446245719,76.82600000000001
0.456253391,76.882
0.466246766,76.924
0.476251047,76.976
0.486253829,77.02
0.496262798,77.07600000000001
0.506260079,77.126
0.516264767,77.174
0.526242829,77.22200000000001
0.536264111,77.268
0.546250689,77.316
0.556268971,77.364
0.566245954,77.41
0.576266627,77.46600000000001
0.586245611,77.518
0.596253486,77.57000000000001
0.606244955,77.622
0.616249533,77.668
0.626245924,77.71600000000001
0.636251487,77.76
0.646247769,77.806
0.656251847,77.85000000000001
0.666247331,77.902
0.676254206,77.94800000000001
0.686246894,78.004
0.696252066,78.052
0.706244941,78.116
0.716250817,78.176
0.726252004,78.59400000000001
0.736252973,78.65
0.746246051,78.706
0.756250238,78.766
0.766247301,79.23
0.776254082,79.712
0.786249769,80.176
0.796252144,80.61
0.806252316,81.046
0.8162588,81.462
0.826387365,81.858
0.836253346,82.266
0.846249533,82.72200000000001
0.856253611,83.166
0.866250783,83.562
0.876251455,83.612
0.886248642,83.668
0.896256814,84.078
0.906255689,84.13
0.916254267,84.19
0.926255454,84.598
0.936254923,84.658
0.946252703,84.71000000000001
0.956253078,84.77
0.966256453,84.82600000000001
0.976252828,84.874
0.986252516,84.92
0.996258688,84.976
1.006269859,85.032
1.016272047,85.084
1.026269218,85.136
1.036253999,85.188
1.04626228,85.23400000000001
1.056254654,85.29
1.066263639,85.346
1.076254607,85.406
1.086265389,85.82000000000001
1.09625417,85.88
1.10625245,86.306
1.116254622,86.35600000000001
1.126262497,86.774
1.136301873,86.83800000000001
1.146252044,86.894
1.156257825,87.354
1.166253012,87.784
1.17625448,87.85000000000001
1.186254059,88.32600000000001
1.196253434,88.774
1.206253324,89.23400000000001
1.216261293,89.63
1.226259479,89.69
1.236261542,90.116
1.246257526,90.176
1.256258198,90.232
1.266252682,90.292
1.276257353,90.72200000000001
1.286257541,90.782
1.296255916,90.84400000000001
1.306256197,91.23400000000001
1.316255369,91.282
1.326259649,91.33
1.336258618,91.38
1.346251696,91.44
1.356254884,91.85000000000001
1.366254556,91.902
1.376261227,91.956
1.386252305,92.008
1.396256586,92.06400000000001
1.406256164,92.11200000000001
1.416261242,92.168
1.426268617,92.224
1.436263289,92.276
1.446253569,92.32600000000001
1.456261147,92.374
1.466251725,92.426
1.476258913,92.468
1.486260085,92.512
1.496261162,92.554
1.506257834,92.598
1.516271521,92.636
1.526274193,92.68
1.536277365,92.718
1.546257942,92.748
1.556274928,92.774
1.566250411,92.804
1.576272286,92.82600000000001
1.586252458,92.852
1.596274442,92.874
1.606259019,92.894
1.616261597,92.924
1.626258066,92.946
1.636258144,92.964
1.646252831,92.98
1.656260206,92.998
1.666254284,93.016
1.676258065,93.028
1.686256628,93.04
1.696263221,93.054
1.706255892,93.062
1.71625847,93.062
1.726259439,93.08
1.73626072,93.084
1.746254205,93.092
1.75626008,93.092
1.766257158,93.102
1.776262033,93.102
1.786254611,93.096
1.796261283,93.102
1.806260064,93.102
1.816259939,93.102
1.82639313,93.096
1.836262595,93.096
1.84625458,93.092
1.856258955,93.08800000000001
1.86625933,93.084
1.876259908,93.08
1.886255283,93.08
1.896263064,93.07600000000001
1.906258845,93.062
1.916261314,93.05
1.926263799,93.016
1.93626708,92.968
1.946261861,92.916
1.956260736,92.868
1.966261017,92.808
1.976263095,92.752
1.986265267,92.69200000000001
1.996263845,92.628
2.006264314,92.568
2.016262908,92.512
2.02626747,92.44800000000001
2.036270455,92.388
2.046268033,92.33200000000001
2.056264517,92.258
2.066268986,92.194
2.076262564,92.13
2.086271753,92.06
2.09626483,91.996
2.106271096,91.922
2.116264174,91.836
2.126265862,91.41
2.136311238,91.33800000000001
2.146257017,90.916
2.156263486,90.482
2.166259267,90.4
2.17626955,89.91
2.18626033,89.47
2.196262909,89.38
2.206259986,88.886
2.216281659,88.438
2.226264831,88.026
2.236266612,87.952
2.246260096,87.876
2.256287768,87.794
2.266258143,87.71600000000001
2.276267221,87.644
2.286264206,87.552
2.296291081,87.096
2.306264253,86.684
2.31626694,86.60600000000001
2.326266409,86.52
2.336293785,86.434
2.346261378,86.348
2.356266143,86.266
2.366261128,86.184
2.376269003,86.098
2.386262987,86.022
2.396267253,85.94
2.40626394,85.866
2.416267612,85.794
2.4262703,85.72
2.436267878,85.652
2.446261753,85.57000000000001
2.456293535,85.136
2.466261503,85.058
2.476271581,84.98400000000001
2.486265159,84.904
2.496290535,84.82600000000001
2.506263721,84.744
2.516268284,84.67
2.526265971,84.59400000000001
2.536298941,84.516
2.546299535,84.444
2.55629841,84.37
2.566261987,84.284
2.57630216,84.19800000000001
2.586262534,83.738
2.596302722,83.656
2.60626219,83.22200000000001
2.616304379,83.14
2.62626594,83.054
2.636271331,82.97200000000001
2.6462598,82.89
2.656264784,82.808
2.666263159,82.348
2.676268237,82.266
2.686263815,82.184
2.696268987,82.104
2.706267768,81.638
2.716265753,81.218
2.726271332,81.144
2.736267706,81.058
2.746263877,80.97200000000001
2.756268654,80.524
2.766264025,80.438
2.7762691,80.352
2.786261767,80.27
2.796267248,79.794
2.806264619,79.712
2.816268897,79.622
2.826402177,79.162
2.836268045,78.696
2.846262713,78.276
2.85627049,77.854
2.866264767,77.772
2.876269732,77.346
2.886268822,77.264
2.89627238,77.178
2.906268267,77.096
2.916267732,76.68
2.926270306,76.602
2.936271177,76.184
2.946267657,76.104
2.956270029,76.022
2.966270509,75.926
2.97627288,75.462
2.986269548,75.376
2.996270919,75.286
3.006272806,74.868
3.016271677,74.792
3.026272142,74.718
3.036270216,74.636
3.046339886,74.56
3.056337163,74.486
3.066335737,74.412
3.076274012,74.34
3.086341792,74.27
3.096268864,74.202
3.106339737,74.142
3.116271215,74.086
3.126337791,74.026
3.136357054,73.97
3.146269532,73.918
3.156272497,73.866
3.166268477,73.82000000000001
3.176272755,73.776
3.186268032,73.738
3.196271997,73.694
3.206273571,73.652
3.216272442,73.612
3.226271813,73.578
3.236276793,73.544
3.246271367,73.514
3.256272441,73.48
3.266269312,73.45400000000001
3.276275496,73.424
3.286268164,73.398
3.296274442,73.372
3.306270718,73.346
3.316274278,73.324
3.326276664,73.304
3.336275629,73.286
3.346271516,73.268
3.356273387,73.252
