Time,CAN1_TCM_TST_MSG_112_70h_tmpCltActTC_t7
850.783695843,169.0
853.338784644,169.0
855.898804516,169.0
858.454467096,169.0
861.015227261,169.0
863.569556637,169.0
866.130230093,169.0
868.690260667,169.0
871.245901393,169.0
873.806569782,168.0
876.36114713,168.0
878.921558305,168.0
881.476898974,168.0
884.037585012,169.0
886.597386607,169.0
889.152425976,169.0
891.712723543,169.0
894.268194251,169.0
896.82905539,169.0
899.383491419,169.0
901.943749808,168.0
904.499371699,168.0
907.060003935,168.0
909.62051522,168.0
912.174796995,168.0
914.735172683,168.0
917.290702374,168.0
919.851174291,168.0
922.406035174,168.0
924.966133209,168.0
927.521908634,168.0
930.0822898,168.0
932.642397528,167.0
935.197057661,167.0
937.757285621,167.0
940.313168673,167.0
942.873183253,167.0
945.428569547,167.0
947.988487737,167.0
950.544104558,167.0
953.104905462,167.0
955.664593227,167.0
958.219640196,167.0
960.779762952,167.0
963.33538411,167.0
965.895575784,167.0
968.450685583,167.0
971.01099311,167.0
973.566406536,167.0
976.126871189,167.0
978.686889858,169.0
981.241828702,169.0
983.80200174,169.0
986.357748859,169.0
988.918142062,168.0
991.472931606,168.0
994.033333106,168.0
996.588751801,168.0
999.149052436,168.0
1001.709650127,168.0
1004.263991237,168.0
1006.824604021,168.0
1009.380237484,168.0
1011.940491602,168.0
1014.495288686,168.0
1017.0557098,168.0
1019.615959081,167.0
