Time,CAN2_CGW_C1_TotalVehDist_Cval_DIAG_t0
0.987354121,301078.0
1.987356373,301078.0
2.987363653,301078.0
3.987372472,301078.0
4.987381827,301078.0
5.987386045,301078.0
6.987394878,301078.0
7.987406453,301078.0
8.987415604,301078.0
9.987424381,301078.0
10.987430287,301078.0
11.987439089,301078.0
12.987445731,301078.0
13.987464285,301078.0
14.987468729,301078.0
15.987477275,301078.0
16.987490156,301078.0
17.987516634,301078.0
18.987524752,301078.0
19.987556843,301078.0
20.987624929,301078.0
21.987695267,301078.0
22.987684845,301078.0
23.987826454,301078.0
24.987883741,301078.0
25.98798777,301078.0
26.988002054,301078.0
27.988019734,301078.0
28.988089179,301078.0
29.988098693,301078.0
30.988118463,301078.0
31.988131528,301078.0
32.988673457,301078.0
33.988010164,301078.0
34.988020248,301078.0
35.988143025,301078.0
36.988186469,301078.0
37.988060355,301078.0
38.988173468,301078.0
39.988239766,301078.0
40.9880531,301078.0
41.988078659,301078.0
42.988153605,301078.0
43.988254126,301078.0
44.989000756,301078.0
45.988130852,301078.0
46.988178822,301078.0
47.988340719,301078.0
48.988355353,301078.0
49.988277523,301078.0
50.988316436,301078.0
51.988360984,301078.0
52.007710139,301079.0
52.989319074,301079.0
53.989367061,301079.0
54.98905928,301079.0
55.989265037,301079.0
56.989666084,301079.0
57.989323409,301079.0
58.989375585,301079.0
59.989181458,301079.0
60.989177882,301079.0
61.989232814,301079.0
62.989310008,301079.0
63.989382863,301079.0
64.98945954,301079.0
65.989547444,301079.0
66.989633649,301079.0
67.989729406,301079.0
68.989776351,301079.0
69.989781712,301079.0
70.989801023,301079.0
71.989849866,301079.0
72.989948481,301079.0
73.990035102,301079.0
74.99012374,301079.0
75.990203613,301079.0
76.990490998,301079.0
77.990367224,301079.0
78.990436265,301079.0
79.990549478,301079.0
80.991050583,301079.0
81.991159439,301079.0
82.991242299,301079.0
83.991129915,301079.0
84.991188173,301079.0
85.991274107,301079.0
86.991577184,301079.0
87.99142793,301079.0
88.991522908,301079.0
89.991820345,301079.0
90.991658581,301079.0
91.991830322,301079.0
92.991748008,301079.0
93.991789718,301079.0
94.991901267,301079.0
95.991761033,301079.0
96.991881921,301079.0
97.992211262,301079.0
98.992019401,301079.0
99.992028721,301079.0
100.992092316,301079.0
101.992384058,301079.0
102.992490467,301079.0
103.99231449,301079.0
104.992316801,301079.0
105.992336953,301079.0
106.992576005,301079.0
107.989794791,301079.0
108.989599772,301079.0
109.989618188,301079.0
110.989404621,301079.0
111.989423807,301079.0
112.989443162,301079.0
113.989457209,301079.0
114.989474308,301079.0
115.989490477,301079.0
116.98953542,301079.0
117.008660868,301080.0
117.98952594,301080.0
118.989548595,301080.0
119.989555975,301080.0
120.98956318,301080.0
121.989586623,301080.0
122.989577225,301080.0
123.989582083,301080.0
124.989592542,301080.0
125.989599942,301080.0
126.98960463,301080.0
127.98961093,301080.0
128.989618205,301080.0
129.989629992,301080.0
130.989641268,301080.0
131.989652891,301080.0
132.989656644,301080.0
133.989673323,301080.0
134.989678461,301080.0
135.989689392,301080.0
136.989693857,301080.0
137.989703399,301080.0
138.989708208,301080.0
139.989714216,301080.0
140.989722784,301080.0
141.989727682,301080.0
142.989738836,301080.0
143.989744708,301080.0
144.989752925,301080.0
145.98976673,301080.0
146.989783033,301080.0
147.990196799,301080.0
148.990088229,301080.0
149.99019707,301080.0
150.990284727,301080.0
151.990579218,301080.0
152.990485682,301080.0
153.99057337,301080.0
154.99066551,301080.0
155.990793803,301080.0
156.990891517,301080.0
157.990902018,301080.0
158.990917894,301080.0
159.991141455,301080.0
160.991153361,301080.0
161.990942434,301080.0
162.990944219,301080.0
163.990326829,301080.0
164.99032419,301080.0
165.9903333,301080.0
166.990137024,301080.0
167.990562799,301080.0
168.99014844,301080.0
169.990152311,301080.0
170.990158106,301080.0
171.990181312,301080.0
172.990360601,301080.0
173.990063074,301080.0
174.990479546,301080.0
175.990416683,301080.0
176.990266127,301080.0
177.990585769,301080.0
178.990638752,301080.0
179.99069378,301080.0
180.990745352,301080.0
181.990777672,301080.0
182.990602502,301080.0
183.990650588,301080.0
184.990680704,301080.0
185.990967456,301080.0
186.990757637,301080.0
187.991021773,301080.0
188.991082303,301080.0
189.991109054,301080.0
190.991136279,301080.0
191.991194149,301080.0
192.991347438,301080.0
193.991942369,301080.0
194.991991707,301080.0
195.992030361,301080.0
196.992082117,301080.0
197.99211363,301080.0
198.992155456,301080.0
199.992197563,301080.0
200.992246351,301080.0
201.992107371,301080.0
202.992024117,301080.0
203.992123239,301080.0
204.992216577,301080.0
205.992281511,301080.0
206.992365929,301080.0
207.992438176,301080.0
208.992788144,301080.0
209.992830612,301080.0
210.99293898,301080.0
211.993001738,301080.0
212.993077906,301080.0
213.993203613,301080.0
214.99325116,301080.0
215.993131675,301080.0
216.993414058,301080.0
217.993287956,301080.0
218.993379273,301080.0
219.993467567,301080.0
220.993524197,301080.0
221.993532179,301080.0
222.993533772,301080.0
223.993971372,301080.0
224.994025497,301080.0
225.994146935,301080.0
226.994174081,301080.0
227.994213275,301080.0
228.994225219,301080.0
229.99420341,301080.0
230.99363471,301080.0
231.993635577,301080.0
232.990649898,301080.0
233.990655863,301080.0
234.990713124,301080.0
235.994306859,301080.0
236.990795332,301080.0
237.991116358,301080.0
238.991159512,301080.0
239.991228889,301080.0
240.991328498,301080.0
241.991366449,301080.0
242.994854327,301080.0
243.991450653,301080.0
244.991548528,301080.0
245.991531255,301080.0
246.991594885,301080.0
247.991684335,301080.0
248.991788359,301080.0
249.991809206,301080.0
250.991830912,301080.0
251.991875956,301080.0
252.995169218,301080.0
253.995243119,301080.0
254.995289522,301080.0
255.995084279,301080.0
256.995095131,301080.0
257.992751274,301080.0
258.992829529,301080.0
259.995394403,301080.0
260.992839336,301080.0
261.992855002,301080.0
262.992777335,301080.0
263.991735698,301080.0
264.991793646,301080.0
265.991828254,301080.0
266.991220792,301080.0
267.991267694,301080.0
268.991303295,301080.0
269.991096888,301080.0
270.991109445,301080.0
271.990917563,301080.0
272.990923079,301080.0
273.990931751,301080.0
274.990928716,301080.0
275.990938922,301080.0
276.990951577,301080.0
277.990964666,301080.0
278.990958916,301080.0
279.990970687,301080.0
280.990992367,301080.0
281.991035742,301080.0
282.991080589,301080.0
283.991123149,301080.0
284.991154105,301080.0
285.991199099,301080.0
286.991243064,301080.0
287.991290781,301080.0
288.991331634,301080.0
289.991373351,301080.0
290.991638079,301080.0
291.991458915,301080.0
292.991503421,301080.0
293.991548601,301080.0
294.991590975,301080.0
295.991635809,301080.0
296.991220566,301080.0
297.991235432,301080.0
298.991242893,301080.0
299.99124986,301080.0
300.991260355,301080.0
301.991267278,301080.0
302.991281481,301080.0
303.991293302,301080.0
304.991445823,301080.0
305.991320193,301080.0
306.991373333,301080.0
307.991400332,301080.0
308.991566582,301080.0
309.991600366,301080.0
310.99140569,301080.0
311.991482467,301080.0
312.991602587,301080.0
313.991682533,301080.0
314.991786818,301080.0
315.991663508,301080.0
316.991674,301080.0
317.991688741,301080.0
318.991704805,301080.0
319.99171573,301080.0
320.991577548,301080.0
321.991652927,301080.0
322.991766082,301080.0
323.991643442,301080.0
324.991743157,301080.0
325.991617629,301080.0
326.991728553,301080.0
327.991834341,301080.0
328.991638842,301080.0
329.991661764,301080.0
330.991683066,301080.0
