Time,CAN2_MCM_C02_EngSpd_Cval_PT_t6
0.011107272,1192.0
0.021125147,1191.52
0.031114491,1191.84
0.041160758,1190.24
0.051108694,1189.1200000000001
0.061130726,1191.52
0.07111071,1191.84
0.08112907,1191.04
0.091123039,1192.32
0.101132383,1194.24
0.111173822,1195.04
0.121137087,1196.0
0.131128056,1196.8
0.141141618,1196.32
0.151117071,1197.1200000000001
0.161273435,1200.0
0.171124587,1199.3600000000001
0.181132446,1196.48
0.191122993,1196.0
0.201142947,1197.76
0.21113351,1198.08
0.221142572,1195.3600000000001
0.231146728,1192.48
0.241171979,1192.32
0.251127228,1192.32
0.261280201,1193.1200000000001
0.271129854,1190.88
0.281148011,1188.0
0.291129558,1190.08
0.301146026,1193.76
0.311214981,1193.28
0.321155637,1192.32
0.331139293,1193.76
0.341160449,1196.48
0.351137699,1198.24
0.361275765,1200.32
0.371138324,1199.84
0.381151278,1199.52
0.39113773,1202.08
0.401156185,1203.52
0.411140544,1201.76
0.4211622,1200.32
0.431150653,1200.8
0.441173717,1200.48
0.451140466,1198.56
0.461272439,1197.28
0.471144982,1196.0
0.481162045,1195.04
0.491145092,1196.48
0.501196765,1197.76
0.511158812,1195.84
0.521211469,1194.88
0.531187422,1197.6000000000001
0.541196781,1199.04
0.551182938,1199.52
0.561280611,1201.76
0.571182859,1202.56
0.581171703,1203.52
0.591157563,1205.76
0.601172922,1207.04
0.611162281,1206.24
0.621177032,1206.56
0.631162297,1207.3600000000001
0.641187845,1206.56
0.651160406,1204.48
0.661328474,1205.28
0.671167923,1205.1200000000001
0.681180767,1202.88
0.691161923,1202.08
0.70118069,1202.08
0.711163548,1200.32
0.721183002,1199.84
0.731172752,1201.28
0.741193612,1201.28
0.751169268,1200.48
0.761287943,1202.56
0.771172377,1203.52
0.781188049,1204.0
0.791196205,1206.88
0.801210049,1208.8
0.811178204,1207.84
0.82119636,1208.0
0.831195626,1209.6000000000001
0.841203985,1210.88
0.851181641,1210.24
0.861199064,1210.88
0.871184844,1209.28
0.881195406,1208.8
0.891219267,1210.24
0.901195219,1210.08
0.911223172,1205.6000000000001
0.921226531,1205.1200000000001
0.931186577,1207.3600000000001
0.94120864,1206.08
0.951186499,1204.0
0.961267656,1205.28
0.971190607,1204.8
0.981203264,1204.32
0.991195123,1204.8
1.001206154,1204.8
1.011193936,1204.0
1.021211139,1205.1200000000001
1.03119745,1206.24
1.041218201,1205.28
1.051197669,1205.6000000000001
1.061290233,1208.48
1.071201169,1209.28
1.081237731,1208.48
1.091207481,1209.28
1.101441658,1210.56
1.111233981,1208.8
1.121229044,1207.84
1.131206309,1209.28
1.141232074,1208.32
1.151212027,1207.04
1.161276888,1207.84
1.171215933,1205.28
1.181217995,1204.8
1.191208354,1206.88
1.201226401,1206.56
1.21121076,1203.04
1.221226323,1202.88
1.231216869,1204.8
1.241266229,1203.84
1.251253495,1204.0
1.26134356,1206.08
1.271217509,1206.56
1.281232853,1207.84
1.291216321,1210.88
1.301226274,1212.32
1.311236227,1210.88
1.32123979,1211.04
1.331221039,1213.1200000000001
1.341266602,1211.3600000000001
1.351227445,1211.84
1.361306916,1213.76
1.371222258,1212.0
1.381235617,1209.76
1.39123207,1211.04
1.40123993,1211.3600000000001
1.411231194,1208.8
1.421245647,1207.84
1.431233304,1207.52
1.44129107,1206.08
1.451256319,1206.88
1.461314976,1207.84
1.471230724,1206.88
1.481246381,1208.0
1.491233537,1211.52
1.501246099,1212.8
1.511237256,1212.32
1.521258615,1213.76
1.531329679,1217.76
1.541266928,1217.6000000000001
1.551239677,1218.24
1.561328538,1219.52
1.571239691,1219.52
1.581291256,1220.0
1.591242301,1221.6000000000001
1.601256363,1220.0
1.611241519,1217.28
1.621262676,1217.76
1.631252722,1217.28
1.641290379,1214.56
1.651242237,1215.52
1.661362303,1216.32
1.671246846,1215.04
1.681264003,1214.88
1.691258565,1217.28
1.701286221,1219.04
1.711275878,1218.08
1.721276034,1219.52
1.731255392,1220.0
1.741280955,1221.1200000000001
1.751275095,1224.64
1.761437178,1226.56
1.771257017,1225.1200000000001
1.78127997,1226.08
1.791291034,1228.8
1.801282689,1227.84
1.811274345,1227.04
1.821290596,1227.52
1.831271658,1226.24
1.841283815,1224.64
1.85126347,1225.1200000000001
1.861276408,1223.52
1.871289378,1222.56
1.881278845,1223.3600000000001
1.891272189,1223.04
1.901278158,1220.8
1.911300003,1221.1200000000001
1.921290471,1223.3600000000001
1.931277314,1223.04
1.941292878,1222.56
1.951272236,1225.28
1.961348801,1226.56
1.97147396,1227.3600000000001
1.981289909,1229.76
1.991296253,1231.52
2.001472429,1230.08
2.011281565,1230.24
2.021319097,1231.84
2.031284081,1230.56
2.04130194,1231.84
2.05127969,1232.32
2.061361567,1229.6000000000001
2.071285815,1229.1200000000001
2.081296471,1230.88
2.091291815,1231.04
2.101300878,1228.32
2.111293003,1228.0
2.121475258,1228.32
2.131292253,1227.3600000000001
2.141310816,1227.3600000000001
2.151293659,1227.84
2.16137152,1226.56
2.171294284,1227.04
2.181306535,1229.1200000000001
2.191295784,1228.0
2.201567369,1226.56
2.211304597,1229.6000000000001
2.22131266,1229.6000000000001
2.231343411,1227.52
2.241322676,1229.6000000000001
2.251299535,1231.04
2.261415193,1231.04
2.271303535,1232.32
2.281314691,1232.64
2.291349161,1231.52
2.30131691,1232.8
2.311432382,1234.24
2.321351723,1233.76
2.331494899,1232.64
2.341353848,1233.28
2.351309097,1232.32
2.361367848,1231.84
2.371312707,1233.76
2.381321363,1234.08
2.391320722,1230.08
2.401325676,1228.8
2.411312629,1229.6000000000001
2.421370599,1228.64
2.431322035,1229.1200000000001
2.441342098,1229.76
2.451316957,1228.64
2.461573729,1229.6000000000001
2.471319879,1232.64
2.481335536,1233.76
2.49132738,1233.1200000000001
2.501332536,1235.52
2.511322802,1236.32
2.521345458,1235.52
2.531330505,1235.84
2.541375365,1237.1200000000001
2.55132463,1236.0
2.561371584,1236.32
2.571351942,1237.1200000000001
2.581346598,1235.52
2.591327442,1233.76
2.601382412,1234.24
2.611330161,1233.1200000000001
2.62135002,1231.3600000000001
2.631360474,1232.32
2.641363428,1230.88
2.651333692,1229.28
2.661383256,1231.04
2.671333598,1232.8
2.681355162,1231.04
2.691337614,1230.88
2.701357974,1233.6000000000001
2.711340317,1236.0
2.721400288,1236.8
2.731344848,1237.6000000000001
2.741368803,1237.76
2.751342049,1240.64
2.761372202,1243.84
2.771373463,1242.88
2.781360616,1238.88
2.791343454,1239.52
2.801599239,1241.76
2.811344963,1238.56
2.821370522,1236.32
2.831348174,1235.3600000000001
2.841373217,1234.24
2.851350869,1234.56
2.861372007,1234.56
2.871353283,1232.8
2.881369733,1232.64
2.89136079,1236.0
2.901369944,1236.32
2.911387393,1235.3600000000001
2.921377842,1238.56
2.9313574,1241.76
2.941387053,1242.88
2.951363502,1243.52
2.961386654,1245.1200000000001
2.971482216,1245.1200000000001
2.981379552,1245.6000000000001
2.991365001,1246.88
3.001486969,1245.1200000000001
3.011396526,1243.3600000000001
3.021387865,1244.0
3.03136972,1240.8
3.041391764,1238.88
3.051389025,1239.84
3.061393787,1238.24
3.071370424,1234.88
3.081405483,1234.08
3.091372337,1236.0
3.101390287,1235.84
3.111391408,1236.64
3.121488266,1237.1200000000001
3.13137704,1238.08
3.141404193,1240.8
3.151372157,1243.04
3.161397107,1243.04
3.171377149,1242.08
3.181437303,1245.6000000000001
3.191381455,1246.56
3.201398013,1243.84
3.211383962,1243.04
3.221403615,1243.3600000000001
3.231387876,1242.08
3.24141192,1241.76
3.251393571,1240.8
3.261398599,1237.28
3.271386782,1236.64
3.281429435,1236.64
3.29139218,1234.24
3.301408443,1233.6000000000001
3.31145519,1235.04
3.321416138,1233.76
