Time,Clutch_Pedal_Travel,EngTrq_Cval_PT,EngSpd_Cval_PT,HiResAccelPdlPosn_Cval,VehSpd_Cval_PT,InShaft_RPM
0.00000000000000,0.00081812100000,-3.79999995200000,601.91998290000000,0.00000000000000,0.00000000000000,604.52301030000000
0.01000000000000,-0.00153385600000,-2.59999990500000,601.11999510000000,0.00000000000000,0.00000000000000,589.98059080000000
0.02000000000000,-0.00007653060000,-1.39999997600000,600.32000730000000,0.00000000000000,0.00000000000000,590.31970210000000
0.03000000000000,0.00003952680000,0.00000000000000,599.67999270000000,0.00000000000000,0.00000000000000,603.50512700000000
0.04000000000000,0.00111663300000,0.60000002400000,599.03997800000000,0.00000000000000,0.00000000000000,592.54962160000000
0.05000000000000,0.00207671600000,2.00000000000000,598.08001710000000,0.00000000000000,0.00000000000000,587.06427000000000
0.06000000000000,0.00096145200000,3.20000004800000,597.44000240000000,0.00000000000000,0.00000000000000,602.27319340000000
0.07000000000000,0.00197714400000,3.79999995200000,597.11999510000000,0.00000000000000,0.00000000000000,598.72790530000000
0.08000000000000,0.00189408100000,3.59999990500000,597.44000240000000,0.00000000000000,0.00000000000000,585.84375000000000
0.09000000000000,0.00171510700000,3.00000000000000,597.59997560000000,0.00000000000000,0.00000000000000,595.55316160000000
0.10000000000000,0.00141174600000,2.20000004800000,598.40002440000000,0.00000000000000,0.00000000000000,605.55773930000000
0.11000000000000,0.00091121500000,1.20000004800000,599.03997800000000,0.00000000000000,0.00000000000000,592.86077880000000
0.12000000000000,0.00051190200000,0.40000000600000,599.67999270000000,0.00000000000000,0.00000000000000,589.45739750000000
0.13000000000000,0.00087557800000,0.00000000000000,599.84002690000000,0.00000000000000,0.00000000000000,607.41094970000000
0.14000000000000,0.00024775700000,0.20000000300000,599.67999270000000,0.00000000000000,0.00000000000000,593.94390870000000
0.15000000000000,0.00139888700000,0.20000000300000,599.67999270000000,0.00000000000000,0.00000000000000,586.27282710000000
0.16000000000000,0.00045824500000,0.60000002400000,599.35998540000000,0.00000000000000,0.00000000000000,605.07238770000000
0.17000000000000,0.00080525600000,0.60000002400000,599.67999270000000,0.00000000000000,0.00000000000000,599.46405030000000
0.18000000000000,0.00020963000000,0.20000000300000,599.84002690000000,0.00000000000000,0.00000000000000,590.68591310000000
0.19000000000000,0.00024141900000,0.00000000000000,600.15997310000000,0.00000000000000,0.00000000000000,593.87506100000000
0.20000000000000,0.00072613300000,0.20000000300000,599.84002690000000,0.00000000000000,0.00000000000000,603.96752930000000
0.21000000000000,0.00192297600000,0.60000002400000,599.35998540000000,0.00000000000000,0.00000000000000,589.70050050000000
0.22000000000000,0.00239239600000,1.39999997600000,598.88000490000000,0.00000000000000,0.00000000000000,588.46044920000000
0.23000000000000,0.00074352300000,1.79999995200000,598.55999760000000,0.00000000000000,0.00000000000000,607.72589110000000
0.24000000000000,0.00131788400000,2.40000009500000,598.08001710000000,0.00000000000000,0.00000000000000,591.39630130000000
0.25000000000000,0.00021815300000,2.79999995200000,597.91998290000000,0.00000000000000,0.00000000000000,584.39764400000000
0.26000000000000,0.00118466400000,3.00000000000000,597.91998290000000,0.00000000000000,0.00000000000000,605.90344240000000
0.27000000000000,0.00181231200000,3.00000000000000,597.91998290000000,0.00000000000000,0.00000000000000,601.70770260000000
0.28000000000000,0.00168008400000,2.40000009500000,598.40002440000000,0.00000000000000,0.00000000000000,584.66497800000000
0.29000000000000,0.00096360400000,1.20000004800000,599.03997800000000,0.00000000000000,0.00000000000000,598.14636230000000
0.30000000000000,0.00127663800000,0.40000000600000,599.84002690000000,0.00000000000000,0.00000000000000,608.80517580000000
0.31000000000000,0.00211149200000,-1.00000000000000,600.64001460000000,0.00000000000000,0.00000000000000,588.96618650000000
0.32000000000000,0.00141456900000,-1.79999995200000,601.11999510000000,0.00000000000000,0.00000000000000,593.20825200000000
0.33000000000000,-0.00027174300000,-2.79999995200000,601.59997560000000,0.00000000000000,0.00000000000000,610.55462650000000
0.34000000000000,0.00167512900000,-2.00000000000000,601.44000240000000,0.00000000000000,0.00000000000000,596.56018070000000
0.35000000000000,-0.00009696540000,-2.79999995200000,601.59997560000000,0.00000000000000,0.00000000000000,587.77136230000000
0.36000000000000,-0.00003509860000,-3.40000009500000,601.91998290000000,0.00000000000000,0.00000000000000,611.42492680000000
0.37000000000000,0.00212902500000,-4.00000000000000,602.40002440000000,0.00000000000000,0.00000000000000,605.44152830000000
0.38000000000000,0.00113800100000,-5.00000000000000,603.03997800000000,0.00000000000000,0.00000000000000,591.66473390000000
0.39000000000000,0.00205359300000,-6.00000000000000,603.35998540000000,0.00000000000000,0.00000000000000,599.35229490000000
0.40000000000000,0.00040046400000,-6.00000000000000,603.35998540000000,0.00000000000000,0.00000000000000,606.09198000000000
0.41000000000000,0.00134890600000,-4.59999990500000,602.40002440000000,0.00000000000000,0.00000000000000,589.64849850000000
0.42000000000000,0.00190347800000,-3.59999990500000,601.91998290000000,0.00000000000000,0.00000000000000,592.81353760000000
0.43000000000000,0.00099359100000,-2.59999990500000,601.44000240000000,0.00000000000000,0.00000000000000,609.14178470000000
0.44000000000000,0.00135050500000,-1.79999995200000,600.79998780000000,0.00000000000000,0.00000000000000,592.95941160000000
0.45000000000000,-0.00006474020000,-1.00000000000000,600.32000730000000,0.00000000000000,0.00000000000000,586.56713870000000
0.46000000000000,0.00121655200000,-0.60000002400000,600.15997310000000,0.00000000000000,0.00000000000000,607.91223140000000
0.47000000000000,0.00198491000000,-1.00000000000000,600.32000730000000,0.00000000000000,0.00000000000000,600.87365720000000
0.48000000000000,0.00280662700000,-1.60000002400000,600.64001460000000,0.00000000000000,0.00000000000000,588.76354980000000
0.49000000000000,0.00232442200000,-2.59999990500000,601.11999510000000,0.00000000000000,0.00000000000000,601.23504640000000
0.50000000000000,-0.00015184400000,-3.40000009500000,601.59997560000000,0.00000000000000,0.00000000000000,608.74401860000000
0.51000000000000,0.00058570500000,-4.00000000000000,602.08001710000000,0.00000000000000,0.00000000000000,591.81439210000000
0.52000000000000,0.00061181600000,-5.19999980900000,602.55999760000000,0.00000000000000,0.00000000000000,594.76068120000000
0.53000000000000,0.00113111200000,-5.80000019100000,602.88000490000000,0.00000000000000,0.00000000000000,610.81030270000000
0.54000000000000,0.00231425000000,-5.19999980900000,602.55999760000000,0.00000000000000,0.00000000000000,596.67425540000000
0.55000000000000,0.00104765000000,-5.19999980900000,602.55999760000000,0.00000000000000,0.00000000000000,589.57269290000000
0.56000000000000,0.00123142500000,-4.80000019100000,602.40002440000000,0.00000000000000,0.00000000000000,610.75610350000000
0.57000000000000,0.00041357000000,-4.80000019100000,602.40002440000000,0.00000000000000,0.00000000000000,602.10083010000000
0.58000000000000,-0.00026269400000,-5.00000000000000,602.55999760000000,0.00000000000000,0.00000000000000,589.32940670000000
0.59000000000000,-0.00053776500000,-5.00000000000000,602.40002440000000,0.00000000000000,0.00000000000000,597.20678710000000
0.60000000000000,-0.00085669500000,-4.19999980900000,601.91998290000000,0.00000000000000,0.00000000000000,604.29852290000000
0.61000000000000,-0.00057713000000,-2.59999990500000,600.79998780000000,0.00000000000000,0.00000000000000,586.87280270000000
